,공연시설코드,시설특성,개관연도,주소,편의시설_레스토랑 여부,편의시설_카페 여부,편의시설_편의점 여부,편의시설_놀이방 여부,편의시설_수유실 여부,장애인시설_주차장 여부,장애인시설_화장실 여부,장애인시설_경사로 여부,장애인시설_전용엘리베이터 여부,주차시설_자체 여부,주차시설_공영 여부,공연장코드,좌석수,장애인석,무대시설_오케스트라피트 여부,무대시설_연습실 여부,무대시설_분장실 여부,무대시설_무대넓이
451373,FC223897,공공(문예회관),2016.0,경상남도 밀양시 밀양대공원로 112 (교동) 밀양아리랑아트센터,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,FC223897-02,236,4,N,N,Y,88
451704,FC223071,민간(대학로),2018.0,서울특별시 종로구 동숭길 94 (동숭동) JS빌딩 지하,N,N,N,N,N,N,N,N,N,N,Y,FC223071-01,194,N,N,Y,Y,10X6X5.5
453878,FC223421,민간(대학로),2010.0,서울특별시 종로구 대학로 120 (동숭동) 지하 1층,Y,N,N,N,N,N,N,N,N,N,Y,FC223421-01,172,N,N,Y,Y,66
454032,FC223431,민간(대학로 외),2013.0,경기도 성남시 중원구 양현로405번길 12 티엘아이빌딩 2층,N,Y,N,N,N,Y,N,N,N,Y,N,FC223431-01,244,4,N,Y,Y,
454128,FC222699,공공(문예회관),2001.0,전라북도 전주시 덕진구 소리로 31 (덕진동1가) 소리문화전당 소리문화전당,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,FC222699-04,666,16,N,N,N,
455509,FC222683,민간(대학로 외),2010.0,서울특별시 종로구 창덕궁길 29-4 (원서동) ,N,N,N,N,N,N,N,N,N,N,Y,FC222683-01,140,N,N,N,Y,133
455719,FC222235,공공(문예회관),1994.0,인천광역시 남동구 예술로 149 (구월동) ,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,FC222235-02,1332,14,Y,N,Y,8895
455772,FC222235,공공(문예회관),1994.0,인천광역시 남동구 예술로 149 (구월동) ,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,FC222235-01,486,5,N,N,Y,
462132,FC222638,민간(대학로),1998.0,서울특별시 종로구 동숭길 25 (동숭동) ,N,N,N,N,N,Y,N,N,N,Y,N,FC222638-01,176,N,N,N,N,
462528,FC222410,민간(대학로 외),2011.0,대구광역시 중구 동성로3길 83 (공평동) ,N,N,N,N,N,N,N,N,N,N,N,FC222410-02,135,N,N,N,Y,
462675,FC222274,민간(대학로 외),2006.0,서울특별시 강남구 영동대로 416 (대치동) 케이티앤지 타워,N,Y,Y,N,N,Y,Y,N,Y,Y,N,FC222274-01,422,6,N,N,Y,72X16X8.5
464825,FC223741,민간(대학로),2016.0,서울특별시 성북구 성북로5길 9-3 (성북동1가) 일신빌딩 지하1층,N,N,N,N,N,N,N,N,N,N,N,FC223741-01,100,N,N,Y,Y,100
465286,FC223800,민간(대학로 외),2014.0,충청북도 청주시 상당구 단재로 28 A동 2층 1호 소극장 쇠내골,N,N,N,N,N,N,N,N,N,N,N,FC223800-01,115,N,N,N,Y,
465377,FC223425,민간(대학로),2002.0,서울특별시 종로구 혜화로 35 (명륜1가) 지하1층,Y,N,N,N,N,N,N,Y,N,N,Y,FC223425-01,120,N,N,N,Y,7.7X7.7X4
465596,FC222221,국립,1951.0,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원 국립국악원,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,FC222221-04,130,10,N,N,N,
466216,FC222221,국립,1951.0,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원 국립국악원,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,FC222221-01,706,8,Y,N,Y,
468379,FC222221,국립,1951.0,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원 국립국악원,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,FC222221-02,231,4,N,N,Y,
469175,FC223740,민간(대학로),2016.0,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터 드림아트센터,N,Y,N,N,N,N,N,N,N,N,Y,FC223740-03,210,N,N,Y,Y,12X8X6
472385,FC223740,민간(대학로),2016.0,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터 드림아트센터,N,Y,N,N,N,N,N,N,N,N,Y,FC223740-01,352,N,N,N,N,
485865,FC223740,민간(대학로),2016.0,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터 드림아트센터,N,Y,N,N,N,N,N,N,N,N,Y,FC223740-04,208,N,N,N,N,
486023,FC223740,민간(대학로),2016.0,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터 드림아트센터,N,Y,N,N,N,N,N,N,N,N,Y,FC223740-02,210,N,N,Y,Y,
489121,FC224234,기타(비공연장),2017.0,서울특별시 성동구 서울숲2길 32-14 (성수동1가) 갤러리아포레 G층,Y,Y,N,N,N,Y,N,N,N,Y,N,FC224234-01,800,N,N,N,N,
500593,FC223455,민간(대학로),2013.0,서울특별시 종로구 대학로12길 64 (동숭동) ,N,Y,N,N,N,N,N,N,N,Y,N,FC223455-01,600,7,N,N,Y,1653.0
507904,FC223455,민간(대학로),2013.0,서울특별시 종로구 대학로12길 64 (동숭동) ,N,Y,N,N,N,N,N,N,N,Y,N,FC223455-01,600,7,N,N,Y,1653
517329,FC223455,민간(대학로),2013.0,서울특별시 종로구 대학로12길 64 (동숭동) ,N,Y,N,N,N,N,N,N,N,Y,N,FC223455-02,300,4,N,N,Y,661
522808,FC223455,민간(대학로),2013.0,서울특별시 종로구 대학로12길 64 (동숭동) ,N,Y,N,N,N,N,N,N,N,Y,N,FC223455-03,200,3,N,N,Y,330
524288,FC223455,민간(대학로),2013.0,서울특별시 종로구 대학로12길 64 (동숭동) ,N,Y,N,N,N,N,N,N,N,Y,N,FC223455-03,200,3,N,N,Y,330
527159,FC224700,민간(대학로),,서울특별시 종로구 창경궁로 253-7 (명륜2가) 지하 1층,N,N,N,N,N,N,N,N,N,Y,N,FC224700-01,111,N,N,N,Y,900X12000X4125
527187,FC223468,민간(대학로 외),2009.0,부산광역시 중구 구덕로34번길 4 (남포동2가) 뉴남포빌딩 3층,N,N,N,N,N,N,N,Y,Y,N,Y,FC223468-02,167,N,N,Y,Y,446
527499,FC223468,민간(대학로 외),2009.0,부산광역시 중구 구덕로34번길 4 (남포동2가) 뉴남포빌딩 3층,N,N,N,N,N,N,N,Y,Y,N,Y,FC223468-01,245,3,N,Y,Y,64
527904,FC223040,민간(대학로 외),2017.0,대구광역시 남구 현충로 262 (대명동) 지하1층,N,N,N,N,N,N,N,N,N,N,Y,FC223040-01,104,N,N,N,Y,
528025,FC223777,민간(대학로 외),2016.0,"인천광역시 서구 크리스탈로 78 (경서동) 6,7층",Y,Y,N,N,N,N,N,N,N,Y,N,FC223777-01,300,N,N,N,N,
528081,FC223735,민간(대학로 외),2016.0,서울특별시 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단 롯데월드몰 8층 롯데문화재단,N,N,N,N,N,Y,Y,Y,Y,Y,Y,FC223735-01,2036,22,Y,N,N,
535183,FC223818,공공(문예회관),2010.0,인천광역시 연수구 인천타워대로 250 (송도동) (재)인천문화재단 트라이보울 3층,N,N,N,N,N,Y,Y,Y,Y,Y,N,FC223818-01,350,N,N,N,Y,823
535189,FC224277,민간(대학로 외),,경기도 안산시 단원구 광덕대로 194 (고잔동) A관 5층,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,FC224277-01,200,N,N,N,N,
535311,FC223012,공공(문예회관),2018.0,경상남도 김해시 율하2로 210 (율하동) ,N,N,N,Y,N,Y,Y,Y,N,Y,N,FC223012-01,691,7,Y,Y,Y,
536498,FC223825,민간(대학로),2016.0,서울특별시 종로구 대학로12길 22 (동숭동) ,N,N,N,N,N,N,N,N,N,N,Y,FC223825-02,155,N,N,N,Y,
538450,FC223825,민간(대학로),2016.0,서울특별시 종로구 대학로12길 22 (동숭동) ,N,N,N,N,N,N,N,N,N,N,Y,FC223825-01,212,N,N,N,Y,
539314,FC223758,공공(문예회관),2012.0,충청남도 예산군 삽교읍 도청대로 600 ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,FC223758-01,722,20,Y,Y,Y,419
539437,FC222243,공공(문예회관),1989.0,경기도 안양시 만안구 문예로36번길 16 (안양동) ,N,N,N,N,N,Y,Y,Y,Y,Y,N,FC222243-01,1126,13,Y,Y,Y,46X18
543576,FC223411,민간(대학로 외),2005.0,경기도 의정부시 호암로 95 (호원동) ,N,Y,N,N,N,Y,N,N,N,Y,N,FC223411-01,601,N,N,N,N,
548190,FC223663,공공(기타),2016.0,서울특별시 종로구 율곡로 102 - 0 서울돈화국악당,N,Y,N,N,N,Y,Y,Y,Y,N,Y,FC223663-01,140,2,N,Y,Y,1773
548442,FC223420,민간(대학로),2013.0,서울특별시 종로구 대학로 57 (연건동) 홍익대학교대학로캠퍼스 ,N,Y,Y,N,N,Y,Y,N,Y,Y,N,FC223420-01,702,8,Y,Y,Y,255
548864,FC223420,민간(대학로),2013.0,서울특별시 종로구 대학로 57 (연건동) 홍익대학교대학로캠퍼스 ,N,Y,Y,N,N,Y,Y,N,Y,Y,N,FC223420-01,702,8,Y,Y,Y,255
557056,FC223420,민간(대학로),2013.0,서울특별시 종로구 대학로 57 (연건동) 홍익대학교대학로캠퍼스 ,N,Y,Y,N,N,Y,Y,N,Y,Y,N,FC223420-01,702,8,Y,Y,Y,255.0
562056,FC223420,민간(대학로),2013.0,서울특별시 종로구 대학로 57 (연건동) 홍익대학교대학로캠퍼스 ,N,Y,Y,N,N,Y,Y,N,Y,Y,N,FC223420-02,150,5,N,Y,Y,160.0
562374,FC223328,민간(대학로 외),2013.0,충청북도 청주시 흥덕구 풍산로 15 (가경동) 대우 메가폴리스 2층 2C-026,N,N,N,N,N,N,N,N,N,N,N,FC223328-01,160,N,N,N,Y,214.0
562378,FC223011,공공(기타),2015.0,광주광역시 광산구 광주여대길 45 (산정동) ,Y,Y,Y,N,N,Y,N,N,N,Y,N,FC223011-01,8337,N,N,N,N,
573531,FC223352,민간(대학로 외),1997.0,경기도 광명시 하안로288번길 15 (하안동) 조일프라자빌딩,N,N,N,N,N,N,N,N,N,Y,N,FC223352-01,200,N,N,Y,Y,9X5.9X3.75
573698,FC223207,민간(대학로),1993.0,서울특별시 종로구 대학로12길 63 (동숭동) 석마빌딩,Y,N,N,N,N,N,N,N,N,N,N,FC223207-01,105,N,N,N,Y,5X6X4
574021,FC223037,민간(대학로),2018.0,서울특별시 종로구 대학로8가길 30 (동숭동) 3층,N,N,N,N,N,N,N,N,N,N,Y,FC223037-01,118,N,N,N,Y,
574957,FC223006,민간(대학로),2014.0,서울특별시 종로구 대학로14길 18-2 (혜화동) 지하1층,N,N,N,N,N,N,N,N,N,N,Y,FC223006-01,111,N,N,N,Y,
575601,FC222438,공공(문예회관),2010.0,인천광역시 부평구 아트센터로 166 (십정동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222438-01,323,4,N,Y,Y,572
576027,FC222228,국립,1995.0,서울특별시 중구 정동길 43 (정동) 정동극장,N,N,N,N,N,N,N,N,Y,Y,N,FC222228-01,326,2,Y,N,Y,14.6X5.27
580367,FC223839,민간(대학로 외),2017.0,제주특별자치도 제주시 선돌목동길 56-26 (오등동) ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,FC223839-01,659,8,N,Y,Y,603
580754,FC223149,민간(대학로 외),2017.0,인천광역시 서구 청라에메랄드로 99 (청라동) 지젤엠청라 A동 2층,N,N,N,N,N,Y,N,N,N,Y,N,FC223149-01,180,N,N,N,Y,
581177,FC223923,공공(문예회관),1988.0,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관 ,N,N,N,N,N,Y,N,N,N,Y,N,FC223923-01,1528,N,Y,Y,Y,
581721,FC224302,민간(대학로 외),,경기도 수원시 권선구 세화로 134 (서둔동) 5층 5층,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,FC224302-01,356,N,N,N,Y,
582035,FC223354,민간(대학로),2013.0,서울특별시 종로구 이화장길 99 (동숭동) 지하1층,N,N,N,N,N,N,N,N,N,N,Y,FC223354-01,210,N,N,N,Y,
582077,FC223394,민간(대학로),2012.0,서울특별시 종로구 대학로12길 69 (동숭동) 3층,N,N,N,N,N,N,N,N,N,Y,Y,FC223394-01,120,N,N,N,Y,5.64X9.93
582545,FC223327,민간(대학로),2010.0,서울특별시 종로구 혜화로 4 (혜화동) 지하1층,N,N,N,N,N,N,N,N,N,N,N,FC223327-01,90,N,N,N,Y,
582728,FC223211,민간(대학로),2005.0,서울특별시 종로구 대학로12길 50 (동숭동) 지하 1층,N,N,N,N,N,N,N,N,N,N,N,FC223211-01,83,N,N,N,Y,
583926,FC224468,민간(대학로 외),2019.0,서울특별시 중구 을지로 170 (을지로4가) 을지트윈타워 서관 3층,Y,Y,N,N,N,N,Y,Y,Y,Y,N,FC224468-01,283,3,N,N,N,
583956,FC223428,민간(대학로),2017.0,서울특별시 종로구 대학로8가길 30 (동숭동) 지하1층,N,N,N,N,N,N,N,N,N,N,Y,FC223428-01,173,N,N,N,Y,
584244,FC223445,민간(대학로),2013.0,서울특별시 종로구 창경궁로 258 - 9 ,N,N,N,N,N,N,N,N,N,N,N,FC223445-01,154,N,N,N,N,
585487,FC223462,민간(대학로),2004.0,서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 지하 2층,N,N,N,N,N,Y,N,N,N,Y,N,FC223462-01,369,N,N,N,Y,764
585550,FC223787,민간(대학로 외),2012.0,서울특별시 금천구 두산로 71 (독산동) 빅마켓 일산 레미어린이극장,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC223787-01,194,N,N,N,Y,
585641,FC223857,민간(대학로 외),1891.0,서울특별시 중구 세종대로21길 15 (정동) ,N,Y,N,N,N,N,Y,Y,Y,Y,N,FC223857-01,200,N,N,N,N,
585816,FC224851,민간(대학로 외),,"서울특별시 동작구 사당로 300 (사당동, 이수자이) 401",N,Y,Y,N,N,N,N,N,N,Y,N,FC224851-01,20,N,N,Y,N,
585845,FC222217,공공(문예회관),2007.0,경기도 하남시 신평로 125 (덕풍동) 하남문화예술회관,N,N,N,N,N,Y,Y,Y,N,Y,N,FC222217-02,355,6,N,Y,Y,340
585891,FC222217,공공(문예회관),2007.0,경기도 하남시 신평로 125 (덕풍동) 하남문화예술회관,N,N,N,N,N,Y,Y,Y,N,Y,N,FC222217-01,911,10,Y,Y,Y,689
587607,FC224579,민간(대학로 외),,서울특별시 송파구 오금로 513 (거여동) 위례빌딩 지하1층,N,N,Y,N,N,Y,N,N,N,Y,N,FC224579-01,101,N,N,N,N,
588009,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-04,241,4,Y,N,Y,
589824,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-04,241,4,Y,N,Y,
590948,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-02,354,4,Y,N,Y,
593788,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-05,600,6,Y,N,Y,
598033,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-03,2527,24,Y,Y,Y,
612717,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-01,1004,10,Y,N,Y,
625032,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-06,2283,20,Y,Y,Y,
679936,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-06,2283,20,Y,Y,Y,
681209,FC222223,국립,1988.0,서울특별시 서초구 남부순환로 2406 (서초동) ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC222223-12,130,2,N,N,N,
681732,FC223437,민간(대학로 외),2008.0,서울특별시 종로구 창경궁로 227(명륜4가) ,N,N,N,N,N,N,N,N,N,N,N,FC223437-01,80,N,N,N,Y,9X6
682092,FC223162,민간(대학로 외),2008.0,서울특별시 구로구 중앙로1길 36 (고척동) 구로키즈홀,Y,Y,Y,N,N,Y,N,N,Y,Y,N,FC223162-01,100,2,N,N,Y,148
682619,FC223927,민간(대학로 외),2010.0,서울특별시 강남구 언주로 564 (역삼동) 라움아트센터 라움아트센터 3층,Y,N,N,N,N,N,N,N,N,Y,N,FC223927-01,828,N,N,N,N,
682625,FC223920,민간(대학로 외),2016.0,대구광역시 수성구 달구벌대로 2327 (수성동4가) 한영아트센터,N,Y,N,N,N,N,N,N,N,Y,N,FC223920-01,200,N,N,N,N,
682725,FC223517,민간(대학로 외),2005.0,서울특별시 서초구 남부순환로325길 9 3F DS Hall,Y,Y,N,N,N,N,N,N,N,Y,N,FC223517-01,200,N,Y,Y,Y,
682763,FC224294,민간(대학로),,서울특별시 종로구 동숭길 41 (동숭동)  지하1층,N,N,N,N,N,N,N,N,N,N,Y,FC224294-01,153,N,N,N,Y,7.2X5X7
683050,FC223066,민간(대학로 외),,서울특별시 용산구 한강대로23길 55 (한강로3가) 아이파크몰 테마파크 6층 1-1호,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,FC223066-01,196,2,N,Y,Y,
683155,FC224846,민간(대학로),,서울특별시 종로구 이화장길 58 (이화동) 대보빌딩 지하1층,N,N,N,N,N,N,N,N,N,N,Y,FC224846-01,179,N,N,N,N,
683357,FC222316,민간(대학로 외),2012.0,서울특별시 종로구 자하문로 82 (효자동) ,N,N,N,N,N,N,N,N,N,N,Y,FC222316-01,180,N,N,Y,Y,43.97
683428,FC222522,공공(기타),2004.0,인천광역시 남구 인하로 126 (용현동) ,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,FC222522-01,114,N,N,N,N,
683611,FC222236,공공(문예회관),2005.0,서울특별시 중구 퇴계로 387 (흥인동) 충무아트센터,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,FC222236-02,1255,12,N,Y,Y,527.4
688128,FC222236,공공(문예회관),2005.0,서울특별시 중구 퇴계로 387 (흥인동) 충무아트센터,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,FC222236-02,1255,12,N,Y,Y,527.4
720896,FC222236,공공(문예회관),2005.0,서울특별시 중구 퇴계로 387 (흥인동) 충무아트센터,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,FC222236-02,1255,12,N,Y,Y,527.4
724922,FC222236,공공(문예회관),2005.0,서울특별시 중구 퇴계로 387 (흥인동) 충무아트센터,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,FC222236-03,325,5,N,Y,Y,141.0
725277,FC222236,공공(문예회관),2005.0,서울특별시 중구 퇴계로 387 (흥인동) 충무아트센터,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,FC222236-04,200,N,N,Y,Y,
725571,FC223505,공공(문예회관),2012.0,충청남도 천안시 동남구 성남면 종합휴양지로 185 ,N,N,N,N,N,Y,Y,N,N,Y,N,FC223505-01,1642,18,Y,N,Y,
725693,FC224276,민간(대학로 외),,충청남도 천안시 동남구 신촌1길 23 (신방동) ,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,FC224276-01,150,N,N,N,N,
725868,FC223654,민간(대학로 외),2017.0,대구광역시 수성구 범어천로 90 - 0 범어성당 2층,Y,Y,N,N,N,Y,N,Y,N,Y,N,FC223654-01,410,N,N,N,N,
727203,FC223664,민간(대학로),2013.0,서울특별시 종로구 동숭길 41 (동숭동) 호은아트홀,N,N,N,N,N,N,N,N,N,N,Y,FC223664-01,200,N,N,N,N,
730596,FC223389,공공(문예회관),1998.0,경기도 군포시 고산로 599 (산본동) ,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,FC223389-01,1142,12,Y,Y,Y,1175
730897,FC224476,민간(대학로 외),2019.0,강원도 춘천시 서부대성로239번길 7 (효자동) 지하 1층,Y,N,N,N,N,N,N,N,N,N,N,FC224476-01,74,N,N,N,Y,
731195,FC224807,민간(대학로 외),,서울특별시 종로구 인사동길 7 (인사동) ,N,N,N,N,N,N,N,N,N,N,N,FC224807-01,0,N,N,N,N,
731213,FC222504,민간(대학로),2014.0,서울특별시 종로구 대학로8가길 85 (동숭동) ,N,N,N,N,N,N,N,N,N,Y,N,FC222504-01,335,2,N,Y,Y,11.4X6X8
739681,FC222504,민간(대학로),2014.0,서울특별시 종로구 대학로8가길 85 (동숭동) ,N,N,N,N,N,N,N,N,N,Y,N,FC222504-02,249,N,N,Y,Y,13X3.5X5.5
742302,FC224298,민간(대학로 외),2014.0,광주광역시 서구 상무시민로 3 (치평동) ,N,Y,N,N,N,Y,Y,Y,Y,Y,N,FC224298-01,172,4,N,N,Y,
742619,FC223751,민간(대학로),2016.0,"서울특별시 종로구 대학로8가길 79 (동숭동) 별다방미스리 빌딩 지하 1,2층",N,N,Y,N,N,N,N,N,N,N,Y,FC223751-01,250,N,N,N,Y,55
745472,FC223751,민간(대학로),2016.0,"서울특별시 종로구 대학로8가길 79 (동숭동) 별다방미스리 빌딩 지하 1,2층",N,N,Y,N,N,N,N,N,N,N,Y,FC223751-01,250,N,N,N,Y,55.0
746838,FC223813,민간(대학로 외),2014.0,대전광역시 유성구 엑스포로97번길 40 (도룡동) 지하1층,Y,Y,N,N,Y,Y,N,N,N,Y,N,FC223813-01,196,2,N,N,Y,
747017,FC223296,공공(기타),1991.0,부산광역시 수영구 수영로 429 (남천동 63) KBS부산방송총국 ,N,N,N,N,N,N,N,N,N,N,N,FC223296-01,2847,N,N,N,N,1058.0
753664,FC223296,공공(기타),1991.0,부산광역시 수영구 수영로 429 (남천동 63) KBS부산방송총국 ,N,N,N,N,N,N,N,N,N,N,N,FC223296-01,2847,N,N,N,N,1058
755060,FC222743,공공(기타),1994.0,강원도 춘천시 강원대학길 1 (효자동) ,N,N,N,Y,N,Y,Y,Y,N,Y,N,FC222743-01,1600,12,Y,Y,Y,40X17
760220,FC222392,민간(대학로 외),2009.0,서울특별시 강남구 영동대로 513 (삼성동) ,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,FC222392-01,808,N,N,Y,Y,
773498,FC223080,민간(대학로 외),2018.0,서울특별시 영등포구 국제금융로8길 16 (여의도동) 1층,N,N,N,N,N,N,N,N,N,Y,N,FC223080-01,64,2,N,N,Y,
773561,FC224239,민간(대학로 외),,경기도 김포시 양촌읍 석모로 103 (석모리) ,N,N,N,N,N,N,N,N,N,Y,N,FC224239-01,110,N,N,N,N,
773892,FC223390,공공(문예회관),1999.0,대구광역시 북구 구암로 47 (관음동) 공연동,N,N,N,N,N,Y,Y,Y,Y,Y,N,FC223390-01,425,8,N,Y,Y,336
774269,FC224241,민간(대학로 외),,경상남도 창원시 의창구 창원대로397번길 6 (팔용동) 뉴코아아울렛 4층,Y,Y,N,Y,Y,Y,N,N,N,Y,N,FC224241-01,155,N,N,N,N,
774339,FC223396,민간(대학로),1986.0,서울특별시 종로구 대학로10길 5 (동숭동) 5층,Y,Y,N,N,N,N,N,N,N,N,Y,FC223396-01,192,N,N,N,Y,9X4
775268,FC223456,민간(대학로 외),2011.0,광주광역시 서구 상무중앙로 90 (치평동) 우리은행상무지점 7층 기분좋은극장,N,N,N,N,N,N,N,Y,Y,N,Y,FC223456-01,250,N,N,N,N,
775807,FC223888,민간(대학로 외),2006.0,울산광역시 북구 진장유통로 64 (진장동) 롯데마트 3층,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,FC223888-01,193,N,N,Y,N,
776035,FC224686,민간(대학로 외),2007.0,대구광역시 수성구 상화로 65-1 (상동) ,N,N,N,N,N,N,N,N,N,N,Y,FC224686-01,100,N,N,N,N,
776331,FC224690,민간(대학로 외),2007.0,경기도 부천시 송내대로 239 (상동) 4층,Y,Y,N,N,N,Y,Y,N,Y,Y,N,FC224690-01,160,N,N,Y,Y,
776499,FC223778,민간(대학로 외),2015.0,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세 연세대학교 백양누리 B1 금호아트홀 연세,N,N,N,N,N,N,N,N,N,Y,N,FC223778-01,390,4,N,Y,Y,100X8
776777,FC223467,공공(문예회관),2004.0,경기도 안양시 동안구 평촌대로 76 (호계동) ,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,FC223467-01,638,7,Y,Y,Y,245
777285,FC224899,민간(대학로),2020.0,서울특별시 종로구 동숭길 74 (동숭동) ,N,N,N,N,N,N,N,N,N,N,N,FC224899-01,101,N,N,N,Y,700X600X300
777381,FC223515,민간(대학로 외),2015.0,대구광역시 중구 동성로3길 35 (삼덕동1가) 자이유 4층,N,N,N,N,N,N,N,N,N,Y,N,FC223515-01,156,N,N,N,Y,31
778145,FC223142,민간(대학로 외),,부산광역시 남구 용소로13번길 30 (대연동) 지하1층,N,N,N,N,N,N,N,N,N,N,Y,FC223142-01,119,N,N,N,Y,
778306,FC224854,국립,2009.0,서울특별시 종로구 대학로8길 7 (동숭동) ,N,N,N,Y,N,N,N,N,N,Y,N,FC224854-01,600,6,Y,Y,Y,14.6X21.8X7.8
779112,FC224854,국립,2009.0,서울특별시 종로구 대학로8길 7 (동숭동) ,N,N,N,Y,N,N,N,N,N,Y,N,FC224854-02,110,2,N,Y,Y,11.5X11.1X4.9
779944,FC224048,기타(비공연장),,제주특별자치도 제주시 조천읍 함덕로 32 1층,N,N,N,N,N,N,N,N,N,Y,N,FC224048-01,0,N,N,N,N,
779985,FC224855,국립,2009.0,서울특별시 종로구 대학로10길 17 (동숭동) ,N,N,N,N,N,N,N,N,N,Y,N,FC224855-01,504,6,N,Y,Y,1253
782050,FC224855,국립,2009.0,서울특별시 종로구 대학로10길 17 (동숭동) ,N,N,N,N,N,N,N,N,N,Y,N,FC224855-02,132,4,N,Y,Y,1253
782745,FC224464,민간(대학로 외),2019.0,부산광역시 금정구 기찰로108번길 49 (부곡동)  지하 1층,N,N,N,N,N,N,N,N,N,N,N,FC224464-01,100,N,N,N,Y,
782888,FC224992,민간(대학로 외),2021.0,서울특별시 성북구 길음로7길 20 (길음동) ,N,N,N,N,N,N,N,N,N,N,N,FC224992-01,320,N,N,N,N,
784915,FC224968,민간(대학로 외),,서울특별시 마포구 와우산로 117 (서교동) 지하 1층,Y,N,N,N,N,N,N,N,N,N,Y,FC224968-01,110,N,N,N,N,
785072,FC224999,민간(대학로),,서울특별시 종로구 대학로11길 23 (명륜4가) 대학로스타시티 B2 후암스테이지,N,N,N,N,N,N,N,N,N,N,N,FC224999-01,115,N,N,Y,N,
785076,FC224152,민간(대학로 외),,부산광역시 연제구 과정로344번길 26(연산동) 지하1층,N,N,N,N,N,N,N,N,N,Y,N,FC224152-01,40,N,N,N,N,
785094,FC224994,기타(비공연장),,부산광역시 남구 용소로46번길 7 (대연동) ,N,Y,N,N,N,N,N,N,N,N,N,FC224994-01,60,N,N,N,N,
785133,FC224068,민간(대학로 외),,경기도 오산시 내삼미로 93(수청동) 백현프라자 4층,N,Y,N,N,N,N,Y,N,N,Y,N,FC224068-01,80,N,N,N,N,
785136,FC224127,민간(대학로 외),,전라북도 전주시 완산구 홍산북로 23-9(효자동2가) 5층,N,N,N,N,N,N,N,N,N,Y,N,FC224127-01,190,N,N,N,N,
