,연령대,성별,지역,가입경로,마케팅동의,회원구분,총구매금액,실결제금액,매장방문수,적립금,사용적립금,탈퇴여부
532,미입력,미입력,미입력,pc,F,일반,722630.0,519680.0,2.0,8300.0,0.0,F
2336,미입력,미입력,미입력,pc,F,전화주문 고객,1002600.0,867200.0,0.0,0.0,0.0,F
3625,미입력,미입력,선택,pc,F,사업자,161260.0,137070.0,0.0,1680.0,0.0,F
2722,미입력,미입력,선택,pc,F,전화주문 고객,1237750.0,892160.0,0.0,0.0,0.0,T
1497,미입력,미입력,미입력,pc,F,일반,295350.0,246150.0,0.0,1000.0,0.0,F
804,미입력,미입력,선택,pc,F,전화주문 고객,151140.0,123060.0,0.0,0.0,0.0,F
2982,미입력,미입력,선택,pc,F,전화주문 고객,1588180.0,1349080.0,0.0,0.0,0.0,F
2483,미입력,미입력,선택,pc,F,사업자,107900.0,97900.0,0.0,1480.0,0.0,F
198,미입력,미입력,선택,pc,F,전화주문 고객,454710.0,454710.0,0.0,1000.0,0.0,F
2726,미입력,미입력,선택,pc,F,전화주문 고객,826720.0,708720.0,0.0,0.0,0.0,T
3904,미입력,미입력,선택,pc,F,사업자,467780.0,422780.0,0.0,5346.0,5000.0,F
832,미입력,미입력,선택,pc,F,사업자,271810.0,221300.0,2.0,2100.0,1700.0,F
3694,미입력,미입력,미입력,pc,F,일반,52800.0,46460.0,0.0,0.0,0.0,T
2272,미입력,미입력,선택,pc,F,사업자,164020.0,117020.0,0.0,1570.0,0.0,T
2068,미입력,미입력,선택,pc,F,사업자,422250.0,354750.0,0.0,8020.0,0.0,F
929,미입력,미입력,선택,pc,F,사업자,87120.0,74920.0,0.0,1600.0,0.0,F
1014,미입력,미입력,선택,pc,F,사업자,57850.0,54850.0,0.0,3500.0,3000.0,F
3945,미입력,남자,선택,pc,F,전화주문 고객,57850.0,57850.0,1.0,1000.0,0.0,F
2171,미입력,미입력,선택,pc,F,딜러 유치 회원,4132000.0,3379040.0,1.0,19608.0,15340.0,T
3633,미입력,미입력,선택,pc,F,사업자,395700.0,333920.0,0.0,2390.0,0.0,F
1710,미입력,미입력,선택,pc,F,전화주문 고객,174550.0,148650.0,0.0,0.0,0.0,F
1632,미입력,미입력,선택,pc,F,전화주문 고객,68530.0,56890.0,0.0,0.0,0.0,F
3053,미입력,미입력,미입력,pc,F,일반,228870.0,193870.0,0.0,2530.0,0.0,T
1713,미입력,남자,선택,pc,F,사업자,460310.0,424830.0,6.0,2800.0,0.0,T
284,미입력,미입력,선택,pc,F,사업자,63070.0,63070.0,2.0,1600.0,0.0,F
115,미입력,여자,미입력,pc,F,일반,149100.0,148100.0,1.0,1000.0,1000.0,T
2203,미입력,미입력,선택,pc,F,전화주문 고객,139270.0,124270.0,0.0,0.0,0.0,F
2382,미입력,미입력,선택,pc,F,전화주문 고객,153750.0,123750.0,0.0,0.0,0.0,F
2449,미입력,미입력,선택,pc,F,전화주문 고객,746680.0,655800.0,0.0,0.0,0.0,F
271,미입력,미입력,선택,pc,F,전화주문 고객,33030.0,33030.0,0.0,1000.0,0.0,F
2683,미입력,미입력,선택,pc,F,전화주문 고객,253790.0,213790.0,0.0,0.0,0.0,T
3282,미입력,미입력,미입력,pc,F,전화주문 고객,348320.0,296520.0,0.0,0.0,0.0,F
2718,미입력,미입력,미입력,pc,F,사업자,1571020.0,1236840.0,4.0,31820.0,30220.0,T
361,미입력,미입력,선택,pc,F,전화주문 고객,93120.0,93120.0,0.0,0.0,0.0,F
3495,미입력,미입력,선택,pc,F,전화주문 고객,4502740.0,2946300.0,0.0,0.0,0.0,T
1019,미입력,미입력,선택,pc,F,사업자,87120.0,75820.0,0.0,1300.0,0.0,T
2949,미입력,미입력,선택,pc,F,사업자,1336250.0,1015070.0,30.0,29070.0,27870.0,F
1574,미입력,미입력,선택,pc,F,전화주문 고객,890150.0,348240.0,0.0,0.0,0.0,F
3248,미입력,미입력,선택,pc,F,사업자,206000.0,169500.0,0.0,2150.0,0.0,T
3744,미입력,미입력,선택,pc,F,사업자,83300.0,0.0,0.0,0.0,0.0,F
3176,미입력,미입력,선택,pc,F,전화주문 고객,6312730.0,5061960.0,0.0,0.0,0.0,F
2479,미입력,미입력,선택,pc,F,전화주문 고객,297280.0,247280.0,0.0,0.0,0.0,F
1841,미입력,미입력,선택,pc,F,전화주문 고객,212290.0,188490.0,0.0,0.0,0.0,T
420,미입력,미입력,미입력,pc,F,일반,183620.0,0.0,0.0,1000.0,0.0,T
1400,미입력,미입력,선택,pc,F,전화주문 고객,238800.0,217000.0,0.0,0.0,0.0,F
3400,미입력,미입력,미입력,pc,F,일반,66000.0,66000.0,0.0,1330.0,0.0,F
1625,미입력,미입력,선택,pc,F,사업자,1567360.0,942060.0,4.0,20666.0,16190.0,F
815,미입력,미입력,선택,pc,F,사업자,243700.0,194000.0,8.0,1200.0,0.0,F
611,미입력,미입력,선택,pc,F,전화주문 고객,618460.0,593460.0,1.0,0.0,0.0,F
374,미입력,미입력,선택,pc,F,사업자,707670.0,660420.0,25.0,2300.0,0.0,T
1543,미입력,미입력,선택,pc,F,사업자,146520.0,124520.0,0.0,3400.0,0.0,T
3034,미입력,미입력,선택,pc,F,사업자,1496570.0,1201190.0,1.0,8050.0,5000.0,F
1792,미입력,미입력,선택,pc,F,사업자,1355130.0,1102230.0,9.0,7110.0,7110.0,F
1694,미입력,미입력,선택,pc,F,사업자,53790.0,45190.0,0.0,1200.0,0.0,F
1485,미입력,미입력,선택,pc,F,전화주문 고객,86930.0,71550.0,0.0,0.0,0.0,F
1955,미입력,미입력,선택,pc,F,전화주문 고객,375500.0,295400.0,0.0,0.0,0.0,F
3605,미입력,미입력,선택,pc,F,사업자,561520.0,519840.0,0.0,2670.0,0.0,T
2348,미입력,미입력,선택,pc,F,일반,163600.0,138600.0,1.0,1680.0,0.0,T
757,미입력,미입력,선택,pc,F,사업자,112010.0,92250.0,0.0,1200.0,0.0,T
3348,미입력,미입력,선택,pc,F,전화주문 고객,168300.0,140300.0,0.0,0.0,0.0,T
3699,미입력,미입력,선택,pc,F,일반(수신거부),7400.0,7400.0,0.0,0.0,0.0,F
972,미입력,미입력,선택,pc,F,전화주문 고객,151470.0,118170.0,0.0,1000.0,0.0,F
400,미입력,미입력,미입력,pc,F,일반,119750.0,119750.0,0.0,1500.0,0.0,F
2495,미입력,미입력,미입력,pc,F,일반,168440.0,143440.0,0.0,1000.0,0.0,F
135,미입력,미입력,미입력,pc,F,일반,331350.0,331350.0,0.0,2800.0,0.0,T
3961,미입력,남자,선택,pc,F,전화주문 고객,76100.0,67900.0,2.0,1000.0,0.0,F
3986,미입력,남자,미입력,pc,F,일반,835610.0,746260.0,26.0,7500.0,0.0,T
2864,미입력,미입력,미입력,pc,F,일반,443080.0,370180.0,4.0,2800.0,0.0,T
739,미입력,남자,선택,pc,F,사업자,218810.0,213410.0,8.0,6278.0,5400.0,T
3338,미입력,미입력,선택,pc,F,전화주문 고객,97500.0,87500.0,0.0,0.0,0.0,T
3479,미입력,미입력,선택,pc,F,전화주문 고객,102600.0,0.0,0.0,0.0,0.0,F
1958,미입력,미입력,선택,pc,F,딜러 유치 회원,182820.0,143420.0,0.0,4620.0,0.0,T
1671,미입력,미입력,선택,pc,F,전화주문 고객,147850.0,119750.0,0.0,0.0,0.0,T
779,미입력,미입력,선택,pc,F,사업자,136180.0,124540.0,8.0,1500.0,0.0,F
903,미입력,미입력,선택,pc,F,사업자,2573990.0,2441610.0,11.0,11960.0,9560.0,T
3178,미입력,미입력,선택,pc,F,전화주문 고객,85400.0,70400.0,0.0,0.0,0.0,T
3042,미입력,미입력,선택,pc,F,전화주문 고객,880600.0,768200.0,0.0,0.0,0.0,T
1378,미입력,미입력,선택,pc,F,사업자,1262800.0,1075900.0,0.0,5900.0,0.0,T
2705,미입력,미입력,선택,pc,F,전화주문 고객,1671370.0,1361170.0,0.0,0.0,0.0,T
3160,미입력,미입력,선택,pc,F,사업자,1318840.0,1013360.0,0.0,28410.0,22220.0,T
1808,미입력,미입력,선택,pc,F,전화주문 고객,16150.0,0.0,0.0,0.0,0.0,T
2142,미입력,여자,선택,pc,F,사업자,922680.0,622394.0,2.0,10190.0,6306.0,T
550,미입력,미입력,선택,pc,F,사업자,256430.0,256430.0,0.0,10450.0,0.0,F
955,미입력,남자,선택,pc,F,일반,1496960.0,1259420.0,6.0,19112.0,13300.0,T
2891,미입력,미입력,선택,pc,F,사업자,1560500.0,1369400.0,10.0,2300.0,0.0,T
1085,미입력,미입력,선택,pc,F,전화주문 고객,220550.0,0.0,0.0,0.0,0.0,T
1300,미입력,미입력,선택,pc,F,사업자,836160.0,549370.0,7.0,4200.0,0.0,T
1844,미입력,미입력,미입력,pc,F,일반,94380.0,81180.0,0.0,1000.0,0.0,F
3115,미입력,미입력,선택,pc,F,사업자,510260.0,378270.0,0.0,8700.0,5990.0,F
202,미입력,미입력,미입력,pc,F,일반,172860.0,171860.0,10.0,1700.0,1000.0,T
3896,미입력,미입력,선택,pc,F,사업자,504210.0,457030.0,0.0,540.0,0.0,F
1733,미입력,미입력,선택,pc,F,전화주문 고객,331350.0,296550.0,0.0,0.0,0.0,T
3103,미입력,미입력,미입력,pc,F,일반,57000.0,47000.0,0.0,1000.0,0.0,F
1692,미입력,미입력,미입력,pc,F,일반,300640.0,125020.0,0.0,3400.0,0.0,T
2122,미입력,미입력,선택,pc,F,일반,4174460.0,3624510.0,12.0,16860.0,16160.0,F
3701,미입력,미입력,선택,pc,F,사업자,541560.0,494880.0,11.0,15520.0,10920.0,F
768,미입력,미입력,선택,pc,F,사업자,594630.0,575930.0,8.0,3500.0,2900.0,F
861,미입력,미입력,선택,pc,F,사업자,1536660.0,1459910.0,5.0,4000.0,0.0,T
3330,미입력,미입력,선택,pc,F,전화주문 고객,108900.0,97900.0,0.0,0.0,0.0,F
2853,미입력,미입력,선택,pc,F,전화주문 고객,2216490.0,1858810.0,0.0,0.0,0.0,F
3869,30대,여자,선택,pc,F,사업자,202700.0,173250.0,2.0,1710.0,0.0,F
3357,미입력,미입력,선택,pc,F,사업자,77000.0,69700.0,0.0,1350.0,0.0,F
2130,미입력,미입력,선택,pc,F,사업자,3289780.0,2873050.0,16.0,57130.0,51830.0,T
2072,미입력,미입력,선택,pc,F,딜러 유치 회원,71830.0,63930.0,0.0,1630.0,0.0,T
1846,미입력,미입력,선택,pc,F,전화주문 고객,69170.0,58070.0,0.0,0.0,0.0,F
3552,미입력,미입력,선택,pc,F,사업자,1129880.0,987460.0,6.0,8830.0,7830.0,T
3327,미입력,미입력,선택,pc,F,특별회원,312920.0,281620.0,5.0,2380.0,0.0,F
1086,미입력,미입력,선택,pc,F,사업자,819290.0,747260.0,3.0,13500.0,10900.0,T
701,미입력,여자,미입력,pc,F,일반,205710.0,114440.0,5.0,2300.0,0.0,T
1894,미입력,미입력,선택,pc,F,전화주문 고객,195720.0,96920.0,0.0,0.0,0.0,F
3809,미입력,여자,선택,pc,F,사업자,738430.0,571480.0,10.0,5660.0,5380.0,F
3591,미입력,미입력,선택,pc,F,사업자,52800.0,46460.0,0.0,1920.0,0.0,F
900,미입력,미입력,선택,pc,F,전화주문 고객,202620.0,164120.0,0.0,0.0,0.0,F
807,미입력,미입력,미입력,pc,F,일반,96920.0,96920.0,0.0,2900.0,0.0,T
1197,미입력,미입력,선택,pc,F,전화주문 고객,74120.0,63720.0,0.0,0.0,0.0,T
3967,미입력,남자,선택,pc,F,전화주문 고객,201280.0,124620.0,2.0,1000.0,0.0,F
334,미입력,미입력,선택,pc,F,사업자,802610.0,744210.0,14.0,5180.0,0.0,T
3447,미입력,미입력,선택,pc,F,사업자,46200.0,0.0,0.0,1000.0,0.0,T
3995,미입력,남자,미입력,pc,F,일반,67220.0,67220.0,12.0,1600.0,0.0,T
3077,미입력,미입력,선택,pc,F,전화주문 고객,2204710.0,1510110.0,0.0,0.0,0.0,F
2561,미입력,미입력,선택,pc,F,사업자,1726570.0,1195690.0,4.0,13970.0,13970.0,T
3301,미입력,미입력,선택,pc,F,사업자,1139270.0,873470.0,2.0,24990.0,23800.0,F
3918,30대,남자,인천,pc,F,일반,172000.0,169000.0,0.0,0.0,0.0,F
2719,미입력,미입력,미입력,pc,F,사업자,722920.0,621920.0,0.0,16580.0,8000.0,T
2292,미입력,미입력,선택,pc,F,전화주문 고객,136370.0,106370.0,0.0,0.0,0.0,F
3785,미입력,미입력,선택,pc,F,사업자,462330.0,387960.0,0.0,7650.0,6590.0,F
1566,미입력,미입력,선택,pc,F,딜러 유치 회원,1461230.0,1204750.0,0.0,26720.0,17820.0,T
3957,미입력,남자,선택,pc,F,전화주문 고객,81180.0,51750.0,3.0,0.0,0.0,T
59,미입력,남자,선택,pc,F,전화주문 고객,137430.0,137430.0,0.0,0.0,0.0,F
2218,미입력,미입력,선택,pc,F,전화주문 고객,1119620.0,909620.0,0.0,0.0,0.0,T
3825,60대,남자,부산,pc,F,사업자,2538100.0,2161510.0,0.0,20830.0,20830.0,F
1883,미입력,미입력,선택,pc,F,전화주문 고객,329040.0,302340.0,0.0,0.0,0.0,F
3419,미입력,미입력,선택,pc,F,전화주문 고객,68200.0,68200.0,0.0,0.0,0.0,F
535,미입력,미입력,선택,pc,F,전화주문 고객,74990.0,74990.0,0.0,1000.0,0.0,F
2620,미입력,미입력,선택,pc,F,전화주문 고객,1612350.0,1255320.0,0.0,0.0,0.0,F
643,미입력,미입력,선택,pc,F,딜러 유치 회원,347570.0,347570.0,0.0,5100.0,0.0,T
307,미입력,미입력,선택,pc,F,사업자,96920.0,96920.0,0.0,1400.0,0.0,T
1995,미입력,미입력,선택,pc,F,사업자,3934170.0,3264120.0,5.0,65350.0,62450.0,T
2176,미입력,미입력,선택,pc,F,전화주문 고객,235600.0,185600.0,0.0,0.0,0.0,F
3830,30대,여자,경기,pc,F,사업자,339600.0,316310.0,0.0,0.0,0.0,F
1785,미입력,미입력,선택,pc,F,사업자,1184040.0,1033180.0,7.0,6140.0,0.0,T
96,미입력,미입력,선택,pc,F,전화주문 고객,103300.0,103300.0,0.0,1000.0,0.0,F
944,미입력,미입력,선택,pc,F,전화주문 고객,260040.0,220940.0,0.0,1000.0,0.0,F
1038,미입력,미입력,선택,pc,F,사업자,457880.0,372280.0,0.0,2600.0,0.0,T
89,미입력,남자,선택,pc,F,전화주문 고객,41000.0,41000.0,0.0,1000.0,0.0,T
1183,미입력,미입력,선택,pc,F,전화주문 고객,80670.0,68670.0,0.0,0.0,0.0,T
3781,50대,미입력,선택,pc,F,사업자,366260.0,353800.0,0.0,0.0,0.0,F
2360,미입력,미입력,선택,pc,F,전화주문 고객,1786120.0,1492660.0,0.0,0.0,0.0,F
338,미입력,미입력,선택,pc,F,전화주문 고객,173550.0,173550.0,0.0,0.0,0.0,F
1998,미입력,미입력,선택,pc,F,전화주문 고객,83050.0,67250.0,0.0,0.0,0.0,F
2716,미입력,미입력,선택,pc,F,사업자,257860.0,165860.0,0.0,1810.0,0.0,T
3326,미입력,미입력,미입력,pc,F,일반,3286530.0,2695590.0,21.0,13840.0,0.0,T
920,미입력,미입력,선택,pc,F,사업자,617430.0,539640.0,10.0,2500.0,0.0,T
3004,미입력,미입력,미입력,pc,F,일반,265930.0,154490.0,0.0,1640.0,0.0,F
1271,미입력,미입력,선택,pc,F,전화주문 고객,1449890.0,1351090.0,0.0,2750.0,0.0,T
83,미입력,남자,선택,pc,F,전화주문 고객,99350.0,99350.0,0.0,1000.0,0.0,F
1018,미입력,미입력,선택,pc,F,사업자,452610.0,402310.0,0.0,10610.0,0.0,F
333,미입력,미입력,선택,pc,F,전화주문 고객,94470.0,94470.0,0.0,0.0,0.0,F
3840,50대,남자,대전,pc,F,사업자,8079050.0,6766076.0,9.0,131234.0,128734.0,F
3449,미입력,미입력,선택,pc,F,전화주문 고객,966890.0,822890.0,0.0,0.0,0.0,T
114,미입력,미입력,선택,pc,F,전화주문 고객,115500.0,115500.0,0.0,1000.0,0.0,F
2265,미입력,미입력,선택,pc,F,전화주문 고객,982590.0,713970.0,0.0,0.0,0.0,F
2079,미입력,미입력,선택,pc,F,전화주문 고객,76400.0,61900.0,0.0,0.0,0.0,F
1814,미입력,미입력,선택,pc,F,전화주문 고객,272790.0,0.0,0.0,0.0,0.0,T
2147,미입력,미입력,선택,pc,F,사업자,836010.0,667270.0,17.0,5020.0,4020.0,F
737,미입력,미입력,선택,pc,F,사업자,476610.0,468070.0,0.0,10540.0,8540.0,T
3059,미입력,미입력,미입력,pc,F,전화주문 고객,1944330.0,1355220.0,0.0,-1790.0,0.0,F
1963,미입력,미입력,선택,pc,F,일반,185680.0,155480.0,0.0,1770.0,0.0,T
248,미입력,미입력,선택,pc,F,전화주문 고객,61470.0,61470.0,0.0,1000.0,0.0,F
1116,미입력,미입력,선택,pc,F,전화주문 고객,24830.0,19830.0,0.0,0.0,0.0,F
798,미입력,미입력,선택,pc,F,전화주문 고객,78870.0,63070.0,0.0,0.0,0.0,F
2201,미입력,미입력,미입력,pc,F,일반,194440.0,154440.0,0.0,1300.0,0.0,F
3079,미입력,미입력,미입력,pc,F,일반,61970.0,46970.0,6.0,1000.0,0.0,F
3255,미입력,미입력,선택,pc,F,전화주문 고객,77000.0,71700.0,0.0,0.0,0.0,T
2803,미입력,미입력,선택,pc,F,전화주문 고객,450250.0,384450.0,0.0,0.0,0.0,F
1096,미입력,미입력,선택,pc,F,사업자,463030.0,414330.0,0.0,11070.0,0.0,F
2104,미입력,미입력,선택,pc,F,전화주문 고객,356920.0,298820.0,0.0,0.0,0.0,F
1371,미입력,미입력,선택,pc,F,사업자,4999980.0,4564270.0,35.0,14300.0,7000.0,T
2282,미입력,미입력,미입력,pc,F,일반,781930.0,652050.0,0.0,11470.0,0.0,F
3827,50대,여자,경기,pc,F,사업자,577120.0,512820.0,0.0,15330.0,9000.0,F
3485,미입력,미입력,선택,pc,F,전화주문 고객,561800.0,546800.0,0.0,0.0,0.0,F
1095,미입력,미입력,선택,pc,F,사업자,68970.0,55870.0,1.0,1200.0,0.0,T
514,미입력,미입력,선택,pc,F,사업자,114440.0,112940.0,1.0,2000.0,1500.0,T
332,미입력,미입력,선택,pc,F,사업자,350570.0,350570.0,0.0,1900.0,0.0,T
2645,미입력,미입력,선택,pc,F,사업자,93700.0,71700.0,0.0,1350.0,0.0,F
894,미입력,미입력,미입력,pc,F,일반,251100.0,242500.0,0.0,4100.0,0.0,T
2334,미입력,미입력,선택,pc,F,전화주문 고객,188080.0,164980.0,0.0,0.0,0.0,T
20,미입력,미입력,미입력,pc,F,일반,140070.0,139070.0,22.0,2300.0,1000.0,T
788,미입력,미입력,선택,pc,F,사업자,357930.0,252750.0,5.0,2500.0,2500.0,T
3528,미입력,미입력,선택,pc,F,전화주문 고객,1255360.0,488820.0,0.0,0.0,0.0,T
726,미입력,미입력,선택,pc,F,전화주문 고객,679130.0,679130.0,0.0,0.0,0.0,F
3550,미입력,미입력,미입력,pc,F,일반,53900.0,47430.0,0.0,1230.0,0.0,F
1714,미입력,미입력,선택,pc,F,사업자,485880.0,398680.0,0.0,12380.0,0.0,T
1812,미입력,미입력,선택,pc,F,사업자,114920.0,99240.0,0.0,1580.0,1580.0,T
3685,미입력,미입력,선택,pc,F,사업자,52800.0,46460.0,0.0,0.0,0.0,F
1404,미입력,여자,미입력,pc,F,일반,1537600.0,1338000.0,18.0,14600.0,14600.0,T
1306,미입력,미입력,선택,pc,F,사업자,3541800.0,997000.0,0.0,5200.0,0.0,T
1591,미입력,미입력,선택,pc,F,전화주문 고객,199980.0,170980.0,0.0,0.0,0.0,F
303,미입력,미입력,선택,pc,F,사업자,201900.0,201900.0,2.0,4900.0,0.0,T
293,미입력,미입력,선택,pc,F,사업자,731650.0,731650.0,18.0,5400.0,0.0,T
1653,미입력,미입력,선택,pc,F,사업자,474170.0,378370.0,0.0,8200.0,8000.0,T
2604,미입력,미입력,선택,pc,F,사업자,5364350.0,3898850.0,16.0,90250.0,86850.0,F
523,미입력,미입력,선택,pc,F,사업자,119810.0,45190.0,0.0,2350.0,0.0,T
3736,미입력,미입력,선택,pc,F,사업자,58780.0,52900.0,0.0,0.0,0.0,F
201,미입력,미입력,선택,pc,F,사업자,417360.0,414360.0,4.0,3500.0,3000.0,T
455,미입력,미입력,미입력,pc,F,일반,63070.0,63070.0,0.0,1300.0,0.0,T
318,미입력,미입력,미입력,pc,F,일반,143590.0,143590.0,2.0,3800.0,0.0,T
2627,미입력,미입력,미입력,pc,F,전화주문 고객,1107530.0,862420.0,0.0,0.0,0.0,F
2684,미입력,미입력,선택,pc,F,전화주문 고객,773090.0,525340.0,0.0,0.0,0.0,T
2613,미입력,미입력,미입력,pc,F,일반,222560.0,188560.0,0.0,1860.0,0.0,F
688,미입력,미입력,미입력,pc,F,일반,17310.0,17310.0,0.0,1000.0,0.0,F
3035,미입력,미입력,선택,pc,F,사업자,299940.0,234940.0,3.0,2160.0,0.0,T
3196,미입력,여자,미입력,pc,F,일반,8254440.0,6908840.0,40.0,43480.0,42880.0,T
3861,40대,남자,부산,pc,F,사업자,21500.0,19350.0,0.0,0.0,0.0,F
1438,미입력,미입력,선택,pc,F,전화주문 고객,1043700.0,891290.0,0.0,0.0,0.0,F
208,미입력,미입력,미입력,pc,F,일반,91930.0,37380.0,0.0,1000.0,0.0,F
314,미입력,미입력,선택,pc,F,사업자,356560.0,273560.0,0.0,6300.0,0.0,F
967,미입력,미입력,선택,pc,F,전화주문 고객,247830.0,209930.0,0.0,1000.0,0.0,F
846,미입력,미입력,선택,pc,F,사업자,579260.0,572660.0,17.0,4300.0,3600.0,T
1702,미입력,미입력,선택,pc,F,전화주문 고객,339070.0,312670.0,0.0,0.0,0.0,T
863,미입력,미입력,선택,pc,F,사업자,1168800.0,1106520.0,22.0,7400.0,0.0,T
3993,미입력,남자,미입력,pc,F,일반,63070.0,63070.0,1.0,1600.0,0.0,F
660,미입력,미입력,선택,pc,F,전화주문 고객,124520.0,124520.0,0.0,0.0,0.0,F
1023,미입력,미입력,선택,pc,F,사업자,1243000.0,1173520.0,3.0,9860.0,9260.0,T
1278,미입력,미입력,미입력,pc,F,일반,56760.0,48260.0,0.0,1000.0,0.0,F
1847,미입력,미입력,선택,pc,F,전화주문 고객,284790.0,235090.0,0.0,0.0,0.0,F
1091,미입력,미입력,선택,pc,F,사업자,269940.0,213240.0,2.0,2000.0,0.0,T
3075,미입력,미입력,미입력,pc,F,전화주문 고객,416000.0,0.0,0.0,0.0,0.0,T
3155,미입력,미입력,미입력,pc,F,사업자,74000.0,57000.0,0.0,2140.0,0.0,T
3629,미입력,미입력,선택,pc,F,사업자,1830050.0,1584630.0,6.0,39550.0,31880.0,F
2281,미입력,미입력,선택,pc,F,사업자,2126220.0,1808440.0,7.0,46020.0,33180.0,F
1838,미입력,미입력,선택,pc,F,사업자,344300.0,245580.0,13.0,3900.0,3900.0,F
1299,미입력,미입력,선택,pc,F,사업자,632800.0,572200.0,1.0,3600.0,0.0,T
916,미입력,미입력,미입력,pc,F,일반,129300.0,115700.0,0.0,1500.0,0.0,F
3768,미입력,미입력,선택,pc,F,사업자,53600.0,53600.0,0.0,0.0,0.0,F
1600,미입력,미입력,선택,pc,F,전화주문 고객,179190.0,154990.0,0.0,0.0,0.0,F
2117,미입력,미입력,선택,pc,F,전화주문 고객,85400.0,70400.0,0.0,0.0,0.0,F
3009,미입력,미입력,미입력,pc,F,일반,1307420.0,1149770.0,5.0,5450.0,5450.0,F
588,미입력,미입력,선택,pc,F,사업자,223890.0,223890.0,3.0,4600.0,0.0,T
340,미입력,미입력,미입력,pc,F,일반,1117240.0,1128240.0,5.0,14000.0,9000.0,F
2004,미입력,미입력,선택,pc,F,전화주문 고객,115170.0,100170.0,0.0,0.0,0.0,F
3804,20대,여자,광주,pc,F,일반,25000.0,23000.0,0.0,0.0,0.0,F
1944,미입력,미입력,선택,pc,F,사업자,3346550.0,2754940.0,8.0,11290.0,6190.0,T
3427,미입력,미입력,선택,pc,F,전화주문 고객,643810.0,562730.0,0.0,0.0,0.0,T
2647,미입력,미입력,선택,pc,F,사업자,312890.0,173430.0,0.0,4560.0,0.0,T
613,미입력,여자,선택,pc,F,사업자,170080.0,170080.0,7.0,1700.0,0.0,F
3001,미입력,미입력,선택,pc,F,전화주문 고객,735500.0,540100.0,0.0,0.0,0.0,F
1635,미입력,미입력,선택,pc,F,사업자,997570.0,891540.0,8.0,18630.0,16530.0,T
858,미입력,미입력,선택,pc,F,사업자,367640.0,367640.0,2.0,11380.0,0.0,T
3852,40대,여자,선택,pc,F,사업자,95750.0,90750.0,0.0,0.0,0.0,F
2264,미입력,미입력,선택,pc,F,전화주문 고객,652620.0,532620.0,0.0,0.0,0.0,F
504,미입력,미입력,선택,pc,F,전화주문 고객,125630.0,125630.0,0.0,0.0,0.0,F
2880,미입력,미입력,미입력,pc,F,일반,568220.0,459590.0,0.0,5530.0,5230.0,T
3806,20대,여자,충남,pc,F,사업자,73200.0,73200.0,0.0,0.0,0.0,F
912,미입력,미입력,선택,pc,F,사업자,1815550.0,1610450.0,7.0,7100.0,0.0,T
1853,미입력,미입력,선택,pc,F,전화주문 고객,105260.0,96760.0,0.0,0.0,0.0,F
1603,미입력,미입력,선택,pc,F,전화주문 고객,473600.0,433700.0,0.0,0.0,0.0,T
3391,미입력,미입력,선택,pc,F,전화주문 고객,636360.0,528060.0,0.0,0.0,0.0,T
937,미입력,미입력,선택,pc,F,전화주문 고객,12410.0,9810.0,0.0,1000.0,0.0,F
1077,미입력,미입력,선택,pc,F,전화주문 고객,56760.0,48260.0,0.0,0.0,0.0,T
1519,미입력,미입력,선택,pc,F,전화주문 고객,10540.0,8440.0,0.0,0.0,0.0,F
197,미입력,미입력,선택,pc,F,전화주문 고객,668160.0,668160.0,0.0,0.0,0.0,F
3532,미입력,미입력,선택,pc,F,전화주문 고객,441070.0,389790.0,0.0,0.0,0.0,T
567,미입력,미입력,선택,pc,F,사업자,115700.0,112700.0,10.0,1700.0,0.0,F
1964,미입력,미입력,선택,pc,F,사업자,143550.0,122900.0,0.0,3450.0,0.0,T
2204,미입력,미입력,선택,pc,F,전화주문 고객,2845830.0,1603520.0,0.0,0.0,0.0,F
747,미입력,미입력,선택,pc,F,사업자,188440.0,188440.0,0.0,4700.0,0.0,T
1261,미입력,미입력,선택,pc,F,사업자,255130.0,221350.0,2.0,5840.0,5740.0,F
3204,미입력,미입력,선택,pc,F,사업자,242090.0,193950.0,6.0,3880.0,0.0,T
490,미입력,미입력,선택,pc,F,사업자,235450.0,233950.0,3.0,2500.0,1500.0,T
2155,미입력,미입력,선택,pc,F,전화주문 고객,104800.0,0.0,0.0,0.0,0.0,F
2308,미입력,미입력,선택,pc,F,사업자,279820.0,229920.0,0.0,2040.0,0.0,T
533,미입력,미입력,선택,pc,F,전화주문 고객,640580.0,640580.0,0.0,1000.0,0.0,F
1148,미입력,미입력,선택,pc,F,딜러 유치 회원,139310.0,122880.0,0.0,3300.0,0.0,T
1032,미입력,미입력,선택,pc,F,사업자,142900.0,57850.0,2.0,4670.0,0.0,F
3717,미입력,미입력,선택,pc,F,사업자,81400.0,71630.0,0.0,0.0,0.0,F
2679,미입력,미입력,미입력,pc,F,사업자,131160.0,105560.0,0.0,3480.0,0.0,T
2301,미입력,미입력,선택,pc,F,사업자,47700.0,29700.0,0.0,1590.0,0.0,T
2928,미입력,미입력,선택,pc,F,사업자,1657080.0,1257650.0,0.0,7260.0,5460.0,F
1563,미입력,미입력,선택,pc,F,전화주문 고객,1496700.0,1227150.0,0.0,0.0,0.0,F
2471,미입력,미입력,선택,pc,F,사업자,525130.0,326030.0,0.0,8830.0,5230.0,F
