,연령대,성별,지역,가입경로,마케팅동의,회원구분,총구매금액,실결제금액,매장방문수,적립금,사용적립금,탈퇴여부
3309,미입력,미입력,선택,pc,F,사업자,372540.0,303930.0,0.0,8350.0,6610.0,T
529,미입력,미입력,선택,pc,F,전화주문 고객,161430.0,63070.0,0.0,1000.0,0.0,F
578,미입력,미입력,선택,pc,F,전화주문 고객,55870.0,55870.0,0.0,0.0,0.0,F
1731,미입력,미입력,선택,pc,F,딜러 유치 회원,524110.0,233380.0,0.0,5500.0,0.0,T
145,미입력,여자,미입력,pc,F,일반,100170.0,100170.0,2.0,2000.0,0.0,T
326,미입력,미입력,선택,pc,F,사업자,325480.0,325480.0,1.0,2000.0,0.0,T
3962,미입력,남자,선택,pc,F,전화주문 고객,590570.0,590570.0,1.0,1000.0,0.0,F
2352,미입력,미입력,선택,pc,F,사업자,92380.0,72380.0,0.0,1360.0,0.0,T
3601,미입력,미입력,선택,pc,F,사업자,188700.0,167670.0,0.0,1820.0,0.0,F
2497,미입력,미입력,선택,pc,F,전화주문 고객,78800.0,63800.0,0.0,0.0,0.0,F
112,미입력,미입력,선택,pc,F,전화주문 고객,129420.0,129420.0,0.0,1000.0,0.0,T
1089,미입력,미입력,선택,pc,F,전화주문 고객,580540.0,546840.0,0.0,0.0,0.0,F
2019,미입력,남자,선택,pc,F,사업자,486010.0,335710.0,8.0,2680.0,0.0,T
3046,미입력,미입력,선택,pc,F,전화주문 고객,78800.0,63800.0,0.0,0.0,0.0,T
3029,미입력,미입력,미입력,pc,F,전화주문 고객,224910.0,184910.0,0.0,0.0,0.0,F
3949,미입력,남자,선택,pc,F,전화주문 고객,48500.0,48500.0,2.0,1000.0,0.0,F
1141,미입력,미입력,선택,pc,F,사업자,483310.0,337950.0,2.0,2100.0,2100.0,T
2167,미입력,미입력,미입력,pc,F,일반,185100.0,155100.0,0.0,1770.0,0.0,T
2987,미입력,미입력,선택,pc,F,전화주문 고객,216000.0,176000.0,0.0,0.0,0.0,T
2461,미입력,미입력,선택,pc,F,사업자,3199400.0,2714070.0,17.0,25890.0,19190.0,T
2818,미입력,미입력,미입력,pc,F,전화주문 고객,79900.0,64900.0,0.0,0.0,0.0,F
1647,미입력,미입력,선택,pc,F,전화주문 고객,209910.0,125390.0,0.0,0.0,0.0,F
2710,미입력,미입력,미입력,pc,F,전화주문 고객,84600.0,61600.0,0.0,0.0,0.0,F
1940,미입력,미입력,선택,pc,F,전화주문 고객,76400.0,61900.0,0.0,0.0,0.0,F
243,미입력,미입력,선택,pc,F,전화주문 고객,223570.0,219470.0,0.0,1000.0,0.0,F
1163,미입력,미입력,미입력,pc,F,일반,213930.0,199530.0,0.0,1600.0,1600.0,T
3634,미입력,미입력,선택,pc,F,사업자,207740.0,180500.0,0.0,1880.0,0.0,T
1135,미입력,미입력,선택,pc,F,사업자,1229500.0,891600.0,1.0,8200.0,5900.0,F
45,미입력,남자,선택,pc,F,전화주문 고객,110570.0,110570.0,0.0,1000.0,0.0,F
3262,미입력,미입력,미입력,pc,F,일반,10028100.0,8434020.0,15.0,46880.0,46080.0,T
2466,미입력,미입력,선택,pc,F,전화주문 고객,3893420.0,3002620.0,0.0,0.0,0.0,F
3928,60대,여자,충북,pc,F,사업자,688760.0,626520.0,1.0,5820.0,0.0,F
3131,미입력,미입력,미입력,pc,F,일반,134000.0,117000.0,0.0,4120.0,0.0,F
1772,미입력,미입력,선택,pc,F,전화주문 고객,206140.0,167440.0,0.0,0.0,0.0,T
2557,미입력,미입력,선택,pc,F,전화주문 고객,464620.0,389620.0,0.0,0.0,0.0,F
1646,미입력,미입력,선택,pc,F,사업자,446460.0,372730.0,3.0,11950.0,8450.0,T
1455,미입력,미입력,선택,pc,F,사업자,389140.0,345540.0,0.0,2000.0,2000.0,T
805,미입력,미입력,선택,pc,F,사업자,49700.0,49700.0,0.0,1900.0,0.0,T
2388,미입력,미입력,선택,pc,F,사업자,228300.0,166300.0,0.0,1830.0,0.0,T
1088,미입력,미입력,미입력,pc,F,일반,1457500.0,1136300.0,0.0,6500.0,0.0,F
1043,미입력,미입력,선택,pc,F,사업자,331960.0,317860.0,12.0,2900.0,0.0,F
3608,미입력,미입력,선택,pc,F,사업자,192500.0,161460.0,0.0,4210.0,0.0,T
2776,미입력,미입력,선택,pc,F,전화주문 고객,61970.0,0.0,0.0,0.0,0.0,F
722,미입력,미입력,미입력,pc,F,일반,312670.0,312670.0,0.0,6800.0,0.0,F
2319,미입력,미입력,선택,pc,F,일반,78410.0,56410.0,0.0,1280.0,0.0,T
1138,미입력,미입력,미입력,pc,F,일반,82170.0,64070.0,0.0,1300.0,0.0,F
1294,미입력,미입력,선택,pc,F,사업자,804640.0,740420.0,10.0,6890.0,0.0,F
3507,미입력,미입력,선택,pc,F,사업자,52800.0,46460.0,0.0,1920.0,0.0,F
1896,미입력,미입력,선택,pc,F,전화주문 고객,108570.0,91270.0,0.0,0.0,0.0,T
1293,미입력,미입력,선택,pc,F,전화주문 고객,106920.0,87720.0,0.0,0.0,0.0,T
1623,미입력,미입력,선택,pc,F,전화주문 고객,982310.0,933310.0,0.0,0.0,0.0,T
472,미입력,여자,선택,pc,F,사업자,782150.0,762674.0,22.0,12072.0,7976.0,T
3129,미입력,여자,선택,pc,F,사업자,2019050.0,1236250.0,1.0,6280.0,5880.0,T
3747,미입력,미입력,선택,pc,F,사업자,96850.0,92010.0,0.0,0.0,0.0,F
1932,미입력,미입력,선택,pc,F,일반,486750.0,394250.0,5.0,2680.0,0.0,F
3429,미입력,미입력,선택,pc,F,전화주문 고객,70000.0,70000.0,0.0,0.0,0.0,F
1931,미입력,미입력,선택,pc,F,딜러 유치 회원,385330.0,253960.0,0.0,7290.0,0.0,T
2210,미입력,미입력,미입력,pc,F,일반,62960.0,47960.0,0.0,1950.0,0.0,T
1361,미입력,미입력,선택,pc,F,사업자,913030.0,865630.0,2.0,13410.0,0.0,F
1946,미입력,미입력,미입력,pc,F,일반,146520.0,124520.0,0.0,1620.0,0.0,T
3223,미입력,미입력,선택,pc,F,전화주문 고객,1445550.0,1216520.0,0.0,0.0,0.0,T
3725,미입력,미입력,선택,pc,F,일반,85800.0,75500.0,0.0,0.0,0.0,F
2009,미입력,미입력,선택,pc,F,사업자,256240.0,240740.0,10.0,3180.0,0.0,T
328,미입력,미입력,선택,pc,F,사업자,157200.0,154400.0,15.0,3300.0,2800.0,F
1238,미입력,미입력,선택,pc,F,전화주문 고객,51470.0,44670.0,0.0,0.0,0.0,F
249,미입력,미입력,선택,pc,F,전화주문 고객,168640.0,168640.0,0.0,1000.0,0.0,F
1060,미입력,미입력,선택,pc,F,전화주문 고객,1270320.0,1138200.0,0.0,0.0,0.0,F
2080,미입력,미입력,선택,pc,F,전화주문 고객,266640.0,220940.0,0.0,0.0,0.0,F
1761,미입력,미입력,선택,pc,F,사업자,1962600.0,1665880.0,25.0,10820.0,8320.0,T
2785,미입력,미입력,선택,pc,F,전화주문 고객,452490.0,390890.0,0.0,0.0,0.0,F
2612,미입력,미입력,미입력,pc,F,일반,83790.0,53790.0,0.0,1250.0,0.0,T
3306,미입력,미입력,선택,pc,F,사업자,223810.0,183810.0,0.0,6490.0,0.0,T
3171,미입력,미입력,선택,pc,F,전화주문 고객,2505670.0,1967670.0,3.0,0.0,0.0,T
1374,미입력,미입력,미입력,pc,F,일반,780300.0,665970.0,0.0,4300.0,0.0,T
3787,40대,미입력,선택,pc,F,사업자,93000.0,93000.0,0.0,0.0,0.0,F
1219,미입력,미입력,선택,pc,F,전화주문 고객,687120.0,375530.0,0.0,0.0,0.0,T
2694,미입력,미입력,선택,pc,T,전화주문 고객,638000.0,638000.0,0.0,0.0,0.0,T
3263,미입력,미입력,선택,pc,F,전화주문 고객,2092500.0,1737800.0,0.0,0.0,0.0,T
1536,미입력,미입력,선택,pc,F,사업자,6834750.0,5147180.0,13.0,114270.0,102370.0,T
3051,미입력,미입력,선택,pc,F,사업자,114500.0,102500.0,0.0,3090.0,0.0,F
2417,미입력,미입력,선택,pc,F,사업자,2260440.0,1779940.0,9.0,16720.0,5830.0,F
2290,미입력,미입력,선택,pc,F,딜러 유치 회원,258340.0,206340.0,0.0,7210.0,0.0,T
1027,미입력,미입력,선택,pc,F,전화주문 고객,168720.0,78970.0,0.0,0.0,0.0,F
238,미입력,미입력,선택,pc,F,전화주문 고객,260480.0,235480.0,0.0,1000.0,0.0,F
261,미입력,미입력,선택,pc,F,전화주문 고객,100540.0,77200.0,0.0,1000.0,0.0,F
3444,미입력,미입력,선택,pc,F,전화주문 고객,1291050.0,1178970.0,0.0,0.0,0.0,T
2139,미입력,미입력,선택,pc,F,전화주문 고객,28150.0,18150.0,0.0,0.0,0.0,F
1889,미입력,미입력,선택,pc,F,사업자,73920.0,63620.0,0.0,2270.0,0.0,F
2738,미입력,미입력,미입력,pc,F,일반,1915400.0,1399660.0,6.0,26220.0,25620.0,T
264,미입력,미입력,선택,pc,F,전화주문 고객,388210.0,388210.0,0.0,1000.0,0.0,F
669,미입력,미입력,선택,pc,F,전화주문 고객,65640.0,65640.0,0.0,0.0,0.0,F
3843,미입력,미입력,선택,pc,F,사업자,797680.0,716920.0,0.0,0.0,0.0,F
2752,미입력,미입력,선택,pc,F,전화주문 고객,752070.0,607070.0,0.0,0.0,0.0,F
1793,미입력,미입력,선택,pc,F,사업자,27440.0,21940.0,0.0,1430.0,0.0,F
785,미입력,미입력,선택,pc,F,사업자,4121720.0,3808140.0,9.0,65310.0,56610.0,T
122,미입력,미입력,미입력,pc,F,일반,324860.0,323860.0,1.0,2200.0,1000.0,F
983,미입력,미입력,미입력,pc,F,일반,128700.0,106820.0,0.0,1400.0,0.0,T
2137,미입력,여자,미입력,pc,F,일반,2367850.0,2119950.0,13.0,37850.0,33650.0,F
33,미입력,남자,선택,pc,F,전화주문 고객,63070.0,63070.0,0.0,1600.0,0.0,F
3916,미입력,미입력,선택,pc,F,일반,43000.0,40000.0,0.0,0.0,0.0,F
2732,미입력,미입력,선택,pc,F,사업자,723900.0,622680.0,0.0,11110.0,6020.0,T
3815,미입력,미입력,선택,pc,F,사업자,290550.0,274800.0,0.0,0.0,0.0,F
924,미입력,미입력,선택,pc,F,사업자,374230.0,374230.0,1.0,8080.0,0.0,T
1513,미입력,미입력,선택,pc,F,전화주문 고객,1279500.0,469080.0,0.0,0.0,0.0,F
883,미입력,미입력,선택,pc,F,전화주문 고객,254210.0,242910.0,0.0,0.0,0.0,F
2522,미입력,미입력,선택,pc,F,전화주문 고객,158700.0,128700.0,0.0,0.0,0.0,F
3266,미입력,미입력,미입력,pc,F,일반,187000.0,112600.0,0.0,3250.0,0.0,F
310,미입력,미입력,선택,pc,F,사업자,532500.0,393880.0,0.0,7000.0,5400.0,F
1437,미입력,미입력,미입력,pc,F,일반,1113660.0,960820.0,4.0,12200.0,11500.0,T
603,미입력,미입력,선택,pc,F,사업자,1507860.0,1394470.0,34.0,35090.0,33590.0,F
657,미입력,미입력,선택,pc,F,전화주문 고객,395740.0,395740.0,0.0,0.0,0.0,F
3359,미입력,미입력,선택,pc,F,사업자,2015480.0,1540960.0,0.0,25920.0,23420.0,T
1326,미입력,미입력,미입력,pc,F,일반,1248520.0,905080.0,0.0,4200.0,4100.0,F
3667,미입력,미입력,선택,pc,F,사업자(수신거부),50570.0,42480.0,0.0,0.0,0.0,F
878,미입력,미입력,선택,pc,F,사업자,485470.0,433870.0,5.0,3300.0,2500.0,F
3655,미입력,미입력,선택,pc,F,사업자,117300.0,93800.0,0.0,420.0,0.0,F
1417,미입력,미입력,미입력,pc,F,일반,449610.0,377180.0,0.0,8300.0,6300.0,T
3553,미입력,미입력,미입력,pc,F,일반,197000.0,181240.0,0.0,1890.0,0.0,F
2025,미입력,미입력,선택,pc,F,사업자,264500.0,212700.0,0.0,2390.0,0.0,F
2342,미입력,미입력,선택,pc,F,딜러 유치 회원,348150.0,288050.0,0.0,3860.0,0.0,T
908,미입력,미입력,선택,pc,F,전화주문 고객,592220.0,481700.0,0.0,0.0,0.0,F
1487,미입력,미입력,선택,pc,F,전화주문 고객,354420.0,245100.0,0.0,0.0,0.0,F
1297,미입력,미입력,선택,pc,F,사업자,1093760.0,781690.0,1.0,19100.0,17300.0,T
3501,미입력,미입력,선택,pc,F,전화주문 고객,3334150.0,2662200.0,0.0,0.0,0.0,T
1664,미입력,미입력,선택,pc,F,전화주문 고객,323210.0,69400.0,0.0,0.0,0.0,F
130,미입력,미입력,선택,pc,F,사업자,494430.0,0.0,0.0,1000.0,0.0,T
1796,미입력,미입력,선택,pc,F,전화주문 고객,33870.0,27570.0,0.0,0.0,0.0,T
1550,미입력,미입력,선택,pc,F,전화주문 고객,359360.0,299560.0,0.0,0.0,0.0,F
244,미입력,미입력,선택,pc,F,사업자,627560.0,626560.0,5.0,6200.0,1000.0,F
2727,미입력,미입력,선택,pc,F,전화주문 고객,730170.0,609470.0,0.0,0.0,0.0,F
1103,미입력,미입력,미입력,pc,F,일반,81600.0,68970.0,0.0,1300.0,0.0,T
1236,미입력,미입력,미입력,pc,F,일반,571730.0,506930.0,3.0,2600.0,2500.0,T
391,미입력,미입력,선택,pc,F,일반,174670.0,174670.0,2.0,2200.0,0.0,T
2115,미입력,미입력,선택,pc,F,사업자,534960.0,460880.0,0.0,12200.0,0.0,T
470,미입력,미입력,선택,pc,F,전화주문 고객,61900.0,61900.0,0.0,0.0,0.0,F
2038,미입력,미입력,선택,pc,F,전화주문 고객,200640.0,176840.0,0.0,0.0,0.0,F
3813,30대,남자,충북,pc,F,사업자,57490.0,52820.0,0.0,0.0,0.0,F
2084,미입력,여자,선택,pc,F,사업자,1311150.0,1215560.0,12.0,18690.0,16390.0,T
2279,미입력,미입력,선택,pc,F,사업자,669850.0,622950.0,4.0,3570.0,0.0,T
3745,미입력,미입력,미입력,pc,F,사업자,83300.0,75800.0,0.0,0.0,0.0,F
2116,미입력,미입력,선택,pc,F,전화주문 고객,81760.0,56760.0,0.0,0.0,0.0,F
960,미입력,남자,선택,pc,F,사업자,458040.0,411840.0,18.0,2600.0,2600.0,T
2452,미입력,미입력,미입력,pc,F,일반,107900.0,97900.0,0.0,1480.0,0.0,T
1548,미입력,미입력,선택,pc,F,사업자,482500.0,241910.0,0.0,7490.0,0.0,T
3559,미입력,미입력,선택,pc,F,사업자,733690.0,618230.0,1.0,16660.0,13460.0,T
127,미입력,미입력,선택,pc,F,전화주문 고객,38250.0,16880.0,0.0,1000.0,0.0,F
534,미입력,미입력,선택,pc,F,사업자,193950.0,193950.0,5.0,4600.0,0.0,F
5,미입력,남자,미입력,mobile,F,일반,55000.0,54000.0,3.0,1000.0,1000.0,T
3917,미입력,미입력,선택,pc,F,일반,1715410.0,1420800.0,0.0,9980.0,5000.0,F
2494,미입력,미입력,선택,pc,F,사업자,180280.0,148930.0,0.0,1350.0,1350.0,T
587,미입력,미입력,선택,pc,F,사업자,282130.0,278130.0,12.0,5200.0,4000.0,F
3672,미입력,미입력,선택,pc,F,사업자,50570.0,42480.0,0.0,0.0,0.0,F
1449,미입력,미입력,선택,pc,F,사업자,67320.0,57220.0,0.0,1200.0,0.0,F
3555,미입력,미입력,선택,pc,F,사업자,1556930.0,1327860.0,1.0,8020.0,5350.0,F
1498,미입력,미입력,선택,pc,F,전화주문 고객,742790.0,662510.0,0.0,0.0,0.0,F
2834,미입력,미입력,선택,pc,F,사업자,236800.0,206800.0,0.0,5130.0,0.0,F
3649,미입력,미입력,미입력,pc,F,일반,52800.0,46460.0,0.0,0.0,0.0,T
1748,미입력,미입력,선택,pc,F,전화주문 고객,149490.0,125590.0,0.0,0.0,0.0,T
3138,미입력,미입력,미입력,pc,F,일반,178400.0,163100.0,0.0,1810.0,0.0,T
3859,미입력,여자,선택,pc,F,일반,27000.0,25000.0,0.0,0.0,0.0,F
3162,미입력,여자,선택,pc,F,사업자,6433450.0,5265800.0,9.0,79580.0,77350.0,T
2109,미입력,미입력,선택,pc,F,사업자,1573170.0,1398440.0,14.0,5930.0,5530.0,T
3594,미입력,미입력,선택,pc,F,사업자,107800.0,94860.0,0.0,1460.0,0.0,T
3243,미입력,미입력,선택,pc,F,전화주문 고객,5273000.0,4468000.0,0.0,0.0,0.0,T
2952,미입력,미입력,선택,pc,F,전화주문 고객,73850.0,58850.0,0.0,0.0,0.0,F
3770,미입력,미입력,선택,pc,F,사업자,96850.0,91850.0,0.0,0.0,0.0,F
1745,미입력,미입력,선택,pc,F,사업자,1119650.0,466380.0,0.0,12190.0,5950.0,F
447,미입력,미입력,선택,pc,F,사업자,561740.0,561740.0,0.0,9200.0,0.0,F
947,미입력,미입력,선택,pc,F,전화주문 고객,246620.0,196490.0,0.0,1000.0,0.0,F
2789,미입력,미입력,미입력,pc,F,전화주문 고객,225700.0,205700.0,0.0,0.0,0.0,F
748,미입력,미입력,선택,pc,F,전화주문 고객,327350.0,123120.0,0.0,0.0,0.0,F
2687,미입력,미입력,선택,pc,F,전화주문 고객,291470.0,238170.0,0.0,0.0,0.0,T
1829,미입력,미입력,선택,pc,F,전화주문 고객,56760.0,0.0,0.0,0.0,0.0,T
2848,미입력,미입력,미입력,pc,F,사업자,185420.0,143420.0,0.0,1720.0,0.0,F
3821,미입력,미입력,선택,pc,F,사업자,1811860.0,1391071.0,8.0,25579.0,25579.0,T
3281,미입력,미입력,선택,pc,F,사업자,9359740.0,7520560.0,0.0,33370.0,33370.0,F
2759,미입력,미입력,미입력,pc,F,사업자,1315760.0,1137340.0,10.0,7820.0,6620.0,F
23,미입력,남자,선택,pc,F,전화주문 고객,239690.0,239690.0,0.0,1000.0,0.0,F
3946,미입력,남자,선택,pc,F,전화주문 고객,137620.0,137620.0,3.0,1000.0,0.0,F
3732,미입력,미입력,미입력,pc,F,일반,3062400.0,2563600.0,2.0,39520.0,38320.0,F
2689,미입력,미입력,선택,pc,F,전화주문 고객,570830.0,485830.0,0.0,0.0,0.0,F
3435,미입력,미입력,선택,pc,F,사업자,723200.0,612600.0,5.0,4530.0,0.0,F
745,미입력,미입력,선택,pc,F,사업자,379180.0,377180.0,3.0,3300.0,2000.0,T
1719,미입력,미입력,선택,pc,F,전화주문 고객,876960.0,749060.0,0.0,0.0,0.0,F
1712,미입력,미입력,선택,pc,F,사업자,155580.0,124180.0,1.0,1300.0,0.0,T
2436,미입력,미입력,선택,pc,F,전화주문 고객,2651610.0,2235620.0,0.0,0.0,0.0,F
1815,미입력,미입력,선택,pc,F,전화주문 고객,196520.0,162820.0,0.0,0.0,0.0,F
2840,미입력,미입력,선택,pc,F,전화주문 고객,107900.0,97900.0,0.0,0.0,0.0,T
2780,미입력,미입력,선택,pc,F,전화주문 고객,155820.0,63450.0,0.0,0.0,0.0,T
665,미입력,미입력,선택,pc,F,전화주문 고객,450210.0,450210.0,0.0,0.0,0.0,F
792,미입력,미입력,선택,pc,F,사업자,746070.0,741370.0,0.0,5200.0,4700.0,T
600,미입력,미입력,선택,pc,F,전화주문 고객,98600.0,98600.0,0.0,1000.0,0.0,F
3533,미입력,미입력,선택,pc,F,전화주문 고객,118850.0,109340.0,0.0,0.0,0.0,T
1791,미입력,미입력,선택,pc,F,사업자,1211120.0,1079870.0,7.0,6100.0,0.0,F
446,미입력,미입력,선택,pc,F,사업자,719430.0,674720.0,36.0,4600.0,3400.0,T
2089,미입력,미입력,미입력,pc,F,일반,52950.0,35950.0,0.0,1180.0,0.0,T
1601,미입력,미입력,선택,pc,F,사업자,234560.0,210860.0,0.0,2000.0,1600.0,F
2313,미입력,미입력,선택,pc,F,전화주문 고객,109100.0,0.0,0.0,0.0,0.0,F
2097,미입력,미입력,선택,pc,F,사업자,73850.0,56850.0,0.0,1290.0,0.0,F
2677,미입력,미입력,선택,pc,F,전화주문 고객,143980.0,83980.0,0.0,0.0,0.0,T
212,미입력,미입력,선택,pc,F,전화주문 고객,224460.0,224460.0,0.0,1000.0,0.0,F
673,미입력,미입력,선택,pc,F,사업자,229260.0,229260.0,0.0,1900.0,0.0,F
1457,미입력,미입력,선택,pc,F,사업자,2394490.0,2181210.0,21.0,41980.0,39080.0,T
3240,미입력,미입력,선택,pc,F,사업자,197600.0,173600.0,0.0,1860.0,0.0,T
3238,미입력,미입력,선택,pc,F,사업자,2392510.0,1732700.0,0.0,47620.0,45420.0,T
538,미입력,미입력,선택,pc,F,일반,993980.0,662280.0,10.0,10100.0,0.0,T
457,미입력,미입력,선택,pc,F,사업자,47800.0,47800.0,2.0,3900.0,0.0,T
2951,미입력,미입력,선택,pc,F,전화주문 고객,1011190.0,848390.0,0.0,0.0,0.0,F
2877,미입력,미입력,미입력,pc,F,전화주문 고객,104480.0,84480.0,0.0,0.0,0.0,F
2345,미입력,미입력,선택,pc,F,전화주문 고객,1062680.0,860440.0,0.0,4850.0,0.0,F
160,미입력,남자,미입력,pc,F,일반,113300.0,113300.0,16.0,1000.0,0.0,T
1474,미입력,미입력,선택,pc,F,사업자,116820.0,99220.0,0.0,2800.0,0.0,T
2943,미입력,미입력,선택,pc,F,전화주문 고객,557780.0,276290.0,0.0,0.0,0.0,F
2992,미입력,미입력,미입력,pc,F,전화주문 고객,564620.0,485620.0,0.0,0.0,0.0,F
3777,미입력,미입력,선택,pc,F,사업자,46670.0,42000.0,0.0,0.0,0.0,F
3769,미입력,미입력,선택,pc,F,사업자,27920.0,27920.0,0.0,0.0,0.0,F
2156,미입력,미입력,선택,pc,F,전화주문 고객,2715680.0,2402150.0,0.0,0.0,0.0,F
3104,미입력,미입력,선택,pc,F,전화주문 고객,537900.0,479500.0,0.0,0.0,0.0,F
1051,미입력,미입력,선택,pc,F,전화주문 고객,58410.0,49610.0,0.0,0.0,0.0,F
622,미입력,미입력,선택,pc,F,사업자,99350.0,99350.0,0.0,1400.0,0.0,T
3891,30대,남자,대구,pc,F,일반,457300.0,426850.0,0.0,6520.0,6520.0,F
1342,미입력,미입력,선택,pc,F,사업자,1295120.0,981670.0,9.0,18650.0,17650.0,T
2438,미입력,미입력,선택,pc,F,사업자,77700.0,62700.0,0.0,2870.0,0.0,F
3516,미입력,미입력,선택,pc,F,사업자,118850.0,109340.0,0.0,1540.0,0.0,T
482,미입력,미입력,선택,pc,F,사업자,59990.0,59990.0,0.0,1200.0,0.0,T
3328,미입력,미입력,선택,pc,F,일반,851500.0,776800.0,0.0,4800.0,0.0,F
1752,미입력,미입력,선택,pc,F,전화주문 고객,826190.0,732990.0,0.0,0.0,0.0,F
811,미입력,미입력,선택,pc,F,사업자,77220.0,65640.0,1.0,1300.0,0.0,T
1422,미입력,미입력,선택,pc,F,사업자,140750.0,118250.0,0.0,3300.0,0.0,F
1493,미입력,미입력,선택,pc,F,사업자,75570.0,59670.0,0.0,2100.0,0.0,F
3936,미입력,여자,선택,pc,F,일반,48160.0,43160.0,0.0,0.0,0.0,F
1007,미입력,미입력,선택,pc,F,딜러 유치 회원,2735530.0,2359500.0,7.0,42370.0,35370.0,T
2531,미입력,미입력,선택,pc,F,일반,544280.0,473880.0,2.0,3510.0,0.0,F
1424,미입력,미입력,선택,pc,F,사업자,244800.0,206910.0,0.0,4900.0,0.0,T
2601,미입력,미입력,미입력,pc,F,전화주문 고객,520580.0,428120.0,0.0,0.0,0.0,F
1458,미입력,미입력,선택,pc,F,전화주문 고객,261360.0,212980.0,0.0,0.0,0.0,F
3267,미입력,미입력,선택,pc,F,전화주문 고객,2414000.0,2025770.0,0.0,0.0,0.0,F
2721,미입력,미입력,선택,pc,F,사업자,988630.0,802070.0,0.0,5730.0,5030.0,T
1321,미입력,미입력,선택,pc,F,사업자,277030.0,243830.0,2.0,7100.0,0.0,T
3448,미입력,미입력,미입력,pc,F,일반,211450.0,117850.0,0.0,3300.0,0.0,T
2619,미입력,미입력,선택,pc,F,전화주문 고객,316820.0,276820.0,0.0,0.0,0.0,T
869,미입력,미입력,미입력,pc,F,일반,93720.0,0.0,0.0,1000.0,0.0,F
1193,미입력,미입력,선택,pc,F,사업자,266670.0,227270.0,0.0,2400.0,1800.0,T
3117,미입력,남자,선택,pc,F,사업자,1330430.0,671480.0,2.0,20510.0,14610.0,T
3298,미입력,미입력,선택,pc,F,사업자,63900.0,58900.0,0.0,1000.0,0.0,T
1725,미입력,미입력,선택,pc,F,전화주문 고객,661520.0,0.0,0.0,0.0,0.0,T
658,미입력,미입력,선택,pc,F,전화주문 고객,123800.0,123800.0,0.0,0.0,0.0,F
3231,미입력,미입력,선택,pc,F,전화주문 고객,575670.0,499070.0,0.0,0.0,0.0,F
110,미입력,미입력,선택,pc,F,전화주문 고객,59990.0,59990.0,0.0,1000.0,0.0,F
3273,미입력,미입력,선택,pc,F,사업자,270500.0,0.0,0.0,1000.0,0.0,F
1414,미입력,미입력,선택,pc,F,사업자,173450.0,148770.0,2.0,3700.0,0.0,T
3578,미입력,미입력,선택,pc,F,사업자,176550.0,157130.0,0.0,1780.0,0.0,T
313,미입력,미입력,선택,pc,F,전화주문 고객,1512530.0,1512530.0,0.0,0.0,0.0,F
862,미입력,미입력,선택,pc,F,사업자,91960.0,81840.0,2.0,2600.0,0.0,T
952,미입력,미입력,선택,pc,F,전화주문 고객,87120.0,74920.0,0.0,1000.0,0.0,F
3626,미입력,미입력,선택,pc,F,사업자,139200.0,116930.0,0.0,3630.0,0.0,T
3544,미입력,미입력,선택,pc,F,전화주문 고객,2801120.0,2306765.0,0.0,0.0,0.0,F
270,미입력,미입력,선택,pc,F,사업자,624630.0,618430.0,4.0,6900.0,6200.0,T
1810,미입력,미입력,선택,pc,F,사업자,135240.0,119340.0,0.0,2690.0,0.0,T
2257,미입력,미입력,선택,pc,F,사업자,1111450.0,749371.0,0.0,17830.0,17739.0,F
1285,미입력,미입력,선택,pc,F,딜러 유치 회원,138710.0,109080.0,0.0,1400.0,0.0,T
1065,미입력,미입력,선택,pc,F,사업자,70620.0,60020.0,0.0,2200.0,0.0,T
3189,미입력,미입력,선택,pc,F,사업자,583030.0,454580.0,3.0,13090.0,11150.0,T
2150,미입력,미입력,선택,pc,F,사업자,710710.0,583110.0,0.0,6480.0,0.0,F
2008,미입력,미입력,선택,pc,F,딜러 유치 회원,1254550.0,1028690.0,0.0,23540.0,0.0,T
3365,미입력,미입력,선택,pc,F,전화주문 고객,80000.0,71000.0,0.0,0.0,0.0,F
1881,미입력,미입력,선택,pc,F,전화주문 고객,160380.0,115320.0,0.0,0.0,0.0,F
1435,미입력,미입력,선택,pc,F,전화주문 고객,491700.0,0.0,0.0,0.0,0.0,F
1967,미입력,미입력,선택,pc,F,사업자,254760.0,207660.0,2.0,2740.0,0.0,T
1977,미입력,미입력,미입력,pc,F,일반,83820.0,69220.0,0.0,1710.0,0.0,T
421,미입력,미입력,선택,pc,F,사업자,280460.0,278560.0,4.0,1900.0,1900.0,T
687,미입력,미입력,선택,pc,F,사업자,185790.0,185790.0,6.0,2100.0,0.0,T
1465,미입력,미입력,미입력,pc,F,일반,238590.0,203890.0,0.0,3000.0,0.0,F
729,미입력,미입력,선택,pc,F,사업자,480660.0,432500.0,4.0,7800.0,0.0,F
77,미입력,남자,선택,pc,F,전화주문 고객,91620.0,0.0,0.0,1000.0,0.0,F
1711,미입력,미입력,선택,pc,F,전화주문 고객,397450.0,326960.0,0.0,0.0,0.0,T
1730,미입력,미입력,선택,pc,F,전화주문 고객,1118250.0,509760.0,0.0,0.0,0.0,F
2568,미입력,미입력,선택,pc,F,딜러 유치 회원,3126910.0,2758730.0,0.0,56650.0,50880.0,T
604,미입력,미입력,선택,pc,F,사업자,99400.0,98200.0,0.0,1200.0,1200.0,F
1248,미입력,미입력,선택,pc,F,전화주문 고객,365310.0,303210.0,0.0,0.0,0.0,F
2389,미입력,미입력,미입력,pc,F,일반,427680.0,331490.0,0.0,7770.0,6190.0,F
