,기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
2060,201702,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2061,201703,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2062,201704,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2063,201705,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2064,201706,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2065,201707,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2066,201708,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2067,201709,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2068,201710,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2069,201711,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2070,201712,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2071,201801,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2072,201802,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2073,201803,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2074,201804,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2075,201805,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2076,201806,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2077,201807,X3247847898301573084,Y0838443283841980451,201507,1000,기타,신용도판단,지금보증대지급,지금보증대지급
2078,201803,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2079,201804,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2080,201805,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2081,201806,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2082,201807,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2083,201808,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2084,201809,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2085,201810,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2086,201811,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2087,201812,X3297797421738603185,X8002714877189517161,201803,330000,은행,신용도판단,대출연체,기타
2088,201612,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2089,201612,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2090,201701,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2091,201701,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2092,201702,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2093,201702,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2094,201703,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2095,201703,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2096,201704,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2097,201704,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2098,201705,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2099,201705,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2100,201706,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2101,201706,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2102,201707,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2103,201707,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2104,201708,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2105,201708,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2106,201709,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2107,201709,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2108,201710,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2109,201710,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2110,201711,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2111,201711,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2112,201711,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2113,201712,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2114,201712,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2115,201712,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2116,201801,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2117,201801,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2118,201801,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2119,201802,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2120,201802,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2121,201802,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2122,201803,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2123,201803,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2124,201803,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2125,201804,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2126,201804,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2127,201804,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2128,201805,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2129,201805,X3334894444495485088,Y1446745009564069348,201805,1900,은행,신용도판단,대출연체,원금이자연체
2130,201805,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2131,201805,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2132,201806,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2133,201806,X3334894444495485088,Y1446745009564069348,201805,1900,은행,신용도판단,대출연체,원금이자연체
2134,201806,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2135,201806,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2136,201807,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2137,201807,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2138,201807,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2139,201808,X3334894444495485088,X2313263444104077389,201711,4600,상호저축,신용도판단,대출연체,원금이자연체
2140,201808,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2141,201808,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2142,201809,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2143,201809,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2144,201810,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2145,201810,X3334894444495485088,Y7425279874828690519,201601,2000,기타,신용도판단,지금보증대지급,지금보증대지급
2146,201811,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2147,201812,X3334894444495485088,Y1764093665260573419,201505,12000,신용카드사,신용도판단,대출연체,신용카드대금연체
2148,201810,X3351156956221766222,X0628565866387057867,201810,2800,신용카드사,신용도판단,대출연체,원금이자연체
2149,201811,X3351156956221766222,X0628565866387057867,201810,2800,신용카드사,신용도판단,대출연체,원금이자연체
2150,201812,X3351156956221766222,X0628565866387057867,201810,2800,신용카드사,신용도판단,대출연체,원금이자연체
2151,201612,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2152,201612,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2153,201612,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2154,201612,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2155,201701,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2156,201701,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2157,201701,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2158,201701,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2159,201702,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2160,201702,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2161,201702,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2162,201702,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2163,201703,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2164,201703,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2165,201703,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2166,201703,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2167,201704,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2168,201704,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2169,201704,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2170,201704,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2171,201705,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2172,201705,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2173,201705,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2174,201705,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2175,201706,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2176,201706,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2177,201706,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2178,201706,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2179,201707,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2180,201707,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2181,201707,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2182,201707,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2183,201708,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2184,201708,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2185,201708,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2186,201708,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2187,201709,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2188,201709,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2189,201709,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2190,201709,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2191,201709,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2192,201710,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2193,201710,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2194,201710,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2195,201710,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2196,201710,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2197,201711,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2198,201711,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2199,201711,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2200,201711,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2201,201711,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2202,201712,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2203,201712,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2204,201712,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2205,201712,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2206,201712,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2207,201801,X3405610381978062247,X6944416979368398865,201801,64000,은행,신용도판단,대출연체,원금이자연체
2208,201801,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2209,201801,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2210,201801,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2211,201801,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2212,201801,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2213,201802,X3405610381978062247,X6944416979368398865,201801,64000,은행,신용도판단,대출연체,원금이자연체
2214,201802,X3405610381978062247,Y1546304191753587723,201802,7800,신용카드사,신용도판단,대출연체,신용카드대금연체
2215,201802,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2216,201802,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2217,201802,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2218,201802,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2219,201802,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2220,201803,X3405610381978062247,X6944416979368398865,201801,64000,은행,신용도판단,대출연체,원금이자연체
2221,201803,X3405610381978062247,Y1546304191753587723,201802,7800,신용카드사,신용도판단,대출연체,신용카드대금연체
2222,201803,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2223,201803,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2224,201803,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2225,201803,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2226,201803,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2227,201804,X3405610381978062247,X6944416979368398865,201801,64000,은행,신용도판단,대출연체,원금이자연체
2228,201804,X3405610381978062247,Y1546304191753587723,201802,7800,신용카드사,신용도판단,대출연체,신용카드대금연체
2229,201804,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2230,201804,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2231,201804,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2232,201804,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2233,201804,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2234,201805,X3405610381978062247,X6944416979368398865,201801,64000,은행,신용도판단,대출연체,원금이자연체
2235,201805,X3405610381978062247,Y1546304191753587723,201802,7800,신용카드사,신용도판단,대출연체,신용카드대금연체
2236,201805,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2237,201805,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2238,201805,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2239,201805,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2240,201805,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2241,201806,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2242,201806,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2243,201806,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2244,201806,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2245,201806,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2246,201807,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2247,201807,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2248,201807,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2249,201807,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2250,201807,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2251,201807,X3405610381978062247,Y4896985227435451516,201807,10000,기타,신용도판단,지금보증대지급,신용보증대지급
2252,201808,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2253,201808,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2254,201808,X3405610381978062247,Y4493343721026469373,201512,7800,신용카드사,신용도판단,대출연체,카드대출연체
2255,201808,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2256,201808,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2257,201808,X3405610381978062247,Y4896985227435451516,201807,10000,기타,신용도판단,지금보증대지급,신용보증대지급
2258,201809,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2259,201809,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2260,201809,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2261,201809,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2262,201809,X3405610381978062247,Y4896985227435451516,201807,10000,기타,신용도판단,지금보증대지급,신용보증대지급
2263,201810,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2264,201810,X3405610381978062247,Y2561251191927008633,201810,1200,신용카드사,신용도판단,대출연체,카드대출연체
2265,201810,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2266,201810,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2267,201810,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2268,201810,X3405610381978062247,Y4896985227435451516,201807,10000,기타,신용도판단,지금보증대지급,신용보증대지급
2269,201811,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2270,201811,X3405610381978062247,Y2561251191927008633,201810,1200,신용카드사,신용도판단,대출연체,카드대출연체
2271,201811,X3405610381978062247,Y3575180766608330859,201811,7200,은행,신용도판단,대출연체,원금이자연체
2272,201811,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2273,201811,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2274,201811,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2275,201811,X3405610381978062247,Y4896985227435451516,201807,10000,기타,신용도판단,지금보증대지급,신용보증대지급
2276,201812,X3405610381978062247,Y2561251191927008633,201810,1200,신용카드사,신용도판단,대출연체,카드대출연체
2277,201812,X3405610381978062247,Y2561251191927008633,201709,7400,신용카드사,신용도판단,대출연체,신용카드대금연체
2278,201812,X3405610381978062247,Y3575180766608330859,201811,7200,은행,신용도판단,대출연체,원금이자연체
2279,201812,X3405610381978062247,Y4493343721026469373,201503,3800,신용카드사,신용도판단,대출연체,신용카드대금연체
2280,201812,X3405610381978062247,Y4493343721026469373,201608,14000,신용카드사,신용도판단,대출연체,신용카드대금연체
2281,201812,X3405610381978062247,Y4493343721026469373,201509,4000,신용카드사,신용도판단,대출연체,카드대출연체
2282,201812,X3405610381978062247,Y4896985227435451516,201807,10000,기타,신용도판단,지금보증대지급,신용보증대지급
2283,201612,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2284,201701,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2285,201702,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2286,201703,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2287,201704,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2288,201705,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2289,201706,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2290,201707,X3433347927821240971,Y7514769582334829446,201608,5400,은행,신용도판단,대출연체,원금이자연체
2291,201809,X3433347927821240971,Y0500979905939963421,201809,2400,캐피탈,신용도판단,대출연체,원금이자연체
2292,201810,X3433347927821240971,Y0500979905939963421,201809,2400,캐피탈,신용도판단,대출연체,원금이자연체
2293,201811,X3433347927821240971,Y0500979905939963421,201809,2400,캐피탈,신용도판단,대출연체,원금이자연체
2294,201811,X3433347927821240971,Y1839155391811715157,201811,9100,기타,신용도판단,지금보증대지급,신용보증대지급
2295,201812,X3433347927821240971,X6736483161164603079,201812,14000,상호금융,신용도판단,대출연체,원금이자연체
2296,201812,X3433347927821240971,Y0500979905939963421,201809,2400,캐피탈,신용도판단,대출연체,원금이자연체
2297,201812,X3433347927821240971,Y1839155391811715157,201811,9100,기타,신용도판단,지금보증대지급,신용보증대지급
2298,201709,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2299,201710,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2300,201711,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2301,201712,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2302,201801,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2303,201802,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2304,201803,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2305,201804,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2306,201805,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2307,201806,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2308,201807,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2309,201808,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2310,201809,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
2311,201810,X3506219573425307863,Y0905881623319190918,201709,15000,신용카드사,신용도판단,대출연체,카드대출연체
