,LOT번호,작업명,설비번호,단위중량(kg),투입중량(kg),투입액량(L),염색길이(m),공정진행시간(%),목표온도,지시온도,진행온도,목표대비 진행온도,지시대비 진행온도,포속1,포속2,포속3,포속4,염색색차 DE
32469,F2208300115,원단검사,FCM06,460,112.4,2000,24.0,50.51,0,116.5,115.6,0.0,0.992274678111588,69,249,76,146,1.113164
17775,F2207250110,염색,FCM15,146,189.1,4000,1600.0,31.88,0,75.6,75.2,0.0,0.9947089947089948,123,42,117,50,0.4288969
10966,F2206090076,원단검사,FCM05,485,113.0,2000,267.0,97.76,0,30.0,33.1,0.0,1.1033333333333333,76,181,74,152,5.026582
9994,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,88.46,0,70.6,71.4,0.0,1.011331444759207,112,212,111,139,1.309122
28902,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,78.28,0,70.0,69.4,0.0,0.9914285714285715,70,397,360,178,0.8660321
25056,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,83.39,0,81.2,81.2,0.0,1.0,50,284,160,164,2.006101
28632,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,33.5,0,130.0,130.2,0.0,1.0015384615384617,68,166,567,70,0.8660321
7769,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,9.83,70,51.2,50.9,0.7271428571428571,0.994140625,8,16,98,8,0.9071327
15830,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,32.21,0,81.9,82.2,0.0,1.0036630036630036,56,159,83,91,1.362835
33978,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,14.49,0,59.6,58.2,0.0,0.976510067114094,83,14,96,12,1.696731
3152,F2202210104,원단검사,FCM07,560,341.8,4000,545.0,27.23,0,80.3,78.2,0.0,0.9738480697384808,101,29,97,32,3.928609
24032,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,4.71,70,54.8,55.3,0.7899999999999999,1.0091240875912408,5,35,3,28,0.6079773
14910,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,72.86,0,120.5,120.0,0.0,0.995850622406639,5,322,69,324,0.319741
29683,F2208260026,원단검사,FCM11,604,254.6,4000,228.0,46.62,0,126.6,125.6,0.0,0.9921011058451816,63,52,66,53,0.732778
21157,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,27.93,0,124.7,124.3,0.0,0.9967923015236568,91,80,92,68,0.4797601
26358,F2208100002,원단검사,FCM12,320,20.2,600,47.0,52.44,0,120.0,120.0,0.0,1.0,62,41,0,0,1.343926
16790,F2207110011,원단검사,FCM08,625,83.3,1000,12.0,72.32,0,107.2,107.2,0.0,1.0,77,153,76,51,0.3981313
4001,F2202210108,원단검사,FCM05,560,199.5,2000,111.0,78.76,0,119.6,118.6,0.0,0.991638795986622,9,185,126,87,3.457263
19898,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,54.7,0,130.0,129.9,0.0,0.9992307692307691,79,200,76,153,3.592049
25334,F2208090010,염색,FCM08,800,66.0,1000,75.0,84.06,0,102.6,102.6,0.0,1.0,4,575,30,520,0.3451779
4626,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,48.13,0,135.0,136.2,0.0,1.0088888888888887,31,314,65,247,5.306342
7333,F2203240259,원단검사,FCM12,495,43.6,600,2.0,93.36,0,70.0,68.7,0.0,0.9814285714285714,52,252,0,0,1.600976
33724,F2209010104,원단검사,FCM11,604,207.4,4000,550.0,0.88,30,30.0,31.4,1.0466666666666666,1.0466666666666666,0,0,0,0,1.874971
11420,F2206160104,원단검사,FCM05,625,155.4,2000,34.0,71.1,0,106.9,106.4,0.0,0.9953227315247896,70,131,68,90,0.9041876
14192,F2207010015,원단검사,FCM12,460,38.4,600,32.0,87.88,0,45.7,40.6,0.0,0.888402625820569,43,332,0,0,0.3146644
10175,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,51.24,0,85.0,84.3,0.0,0.9917647058823528,61,113,87,82,0.7943481
21735,F2207290029,원단검사,FCM05,350,128.0,2000,273.0,23.76,0,84.0,84.0,0.0,1.0,127,20,118,15,0.2007852
30035,F2208260119,원단검사,FCM05,450,147.4,2000,301.0,13.78,0,50.0,46.0,0.0,0.92,83,14,95,7,0.8009977
14117,F2207010015,원단검사,FCM12,460,38.4,600,32.0,67.22,0,130.0,130.6,0.0,1.0046153846153845,84,245,0,0,0.3146644
25328,F2208090010,염색,FCM08,800,66.0,1000,75.0,81.88,0,114.7,114.4,0.0,0.997384481255449,2,561,31,506,0.3451779
27167,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,70.1,0,95.3,95.1,0.0,0.9979013641133264,77,158,111,97,1.057401
19696,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,6.02,80,56.0,55.6,0.6950000000000001,0.9928571428571428,74,14,76,12,3.592049
2145,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,31.52,0,92.5,91.3,0.0,0.987027027027027,95,26,89,25,1.304339
17519,F2207250109,염색,FCM15,146,188.4,4000,1600.0,39.25,0,96.8,97.4,0.0,1.006198347107438,138,41,0,62,0.5068955
30978,F2208290103,원단검사,FCM11,604,310.4,4000,600.0,87.74,0,70.0,69.2,0.0,0.9885714285714288,72,148,76,144,0.6295673
30141,F2208260119,원단검사,FCM05,450,147.4,2000,301.0,60.89,0,114.3,113.0,0.0,0.988626421697288,11,96,88,73,0.8009977
4803,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,83.04,0,105.4,105.1,0.0,0.9971537001897532,61,582,58,457,5.306342
1125,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,60.37,0,72.0,70.3,0.0,0.9763888888888888,28,231,139,123,0.6491697
23808,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,49.12,0,104.7,104.3,0.0,0.9961795606494748,94,136,106,86,0.8125136
13824,F2207010013,원단검사,FCM12,460,40.0,600,3.0,75.5,0,70.6,71.4,0.0,1.011331444759207,39,125,0,0,1.130695
15787,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,22.6,0,130.0,129.8,0.0,0.9984615384615384,40,111,85,65,1.362835
3600,F2202210107,원단검사,FCM05,560,198.4,2000,500.0,26.49,0,105.7,105.9,0.0,1.0018921475875118,51,62,121,28,5.25213
22626,F2208020100,염색,FCM06,314,99.2,2000,300.0,58.7,0,95.7,95.7,0.0,1.0,67,177,70,104,0.4474733
31958,F2208300093,원단검사,FCM12,460,49.8,600,7.0,100.0,0,30.0,26.7,0.0,0.89,63,34,0,0,2.185405
13401,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,78.69,0,127.0,126.8,0.0,0.9984251968503935,63,294,464,66,14.40188
33219,F2208300552,원단검사,FCM08,324,38.0,1000,19.0,63.64,0,84.9,84.3,0.0,0.9929328621908128,68,124,206,38,0.8450533
27253,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,98.67,0,30.0,35.3,0.0,1.1766666666666663,75,222,114,139,1.057401
7585,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,59.03,0,70.0,64.0,0.0,0.9142857142857144,68,198,66,82,0.2916726
9845,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,40.71,0,116.3,116.0,0.0,0.9974204643164232,22,99,110,59,1.309122
33821,F2209010104,원단검사,FCM11,604,207.4,4000,550.0,43.81,0,132.4,131.0,0.0,0.9894259818731116,52,90,59,87,1.874971
21521,F2207280327,원단검사,FCM08,324,51.3,1000,9.0,20.95,0,86.7,86.3,0.0,0.9953863898500576,46,51,95,53,0.4998396
22374,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,36.53,0,103.2,103.0,0.0,0.998062015503876,25,175,53,158,1.354934
15680,F2207080045,원단검사,FCM11,190,87.6,4000,456.0,97.39,0,30.0,30.3,0.0,1.01,85,139,98,131,1.338738
21744,F2207290029,원단검사,FCM05,350,128.0,2000,273.0,28.22,0,93.0,93.0,0.0,1.0,127,24,119,19,0.2007852
11534,F2206200066,원단검사,FCM08,625,60.2,1000,52.0,39.26,0,106.5,106.5,0.0,1.0,53,61,599,15,1.039721
24022,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,2.47,50,40.0,39.5,0.79,0.9875,7,11,8,12,0.6079773
23283,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,71.82,0,70.0,69.7,0.0,0.9957142857142858,26,255,95,194,2.855713
7493,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,35.62,0,102.9,101.5,0.0,0.9863945578231292,68,114,68,43,0.2916726
32036,F2208300101,원단검사,FCM06,460,190.0,2000,14.0,24.84,0,116.5,116.3,0.0,0.9982832618025752,86,55,202,35,2.184558
24282,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,60.76,0,70.0,66.4,0.0,0.9485714285714286,35,837,4,668,0.6079773
21411,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,85.14,0,89.8,89.0,0.0,0.9910913140311804,47,295,92,222,0.4797601
27753,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,29.51,0,70.0,66.1,0.0,0.9442857142857142,64,152,726,41,1.644801
18070,F2207250113,염색,FCM15,146,188.6,4000,1600.0,33.33,0,82.2,82.4,0.0,1.002433090024331,133,36,125,55,0.3004971
9191,F2204290026,원단검사,FCM08,560,55.8,1000,10.0,30.27,0,112.8,112.4,0.0,0.99645390070922,2,137,50,37,2.042118
28525,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,15.75,0,130.0,129.8,0.0,0.9984615384615384,141,74,634,30,0.8660321
5612,F2203080142,원단검사,FCM07,560,288.2,4000,373.0,81.34,0,70.0,70.1,0.0,1.0014285714285711,85,108,80,117,0.7729153
8128,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,38.85,0,77.9,77.8,0.0,0.9987163029525032,9,128,84,85,1.000596
5274,F2203080140,원단검사,FCM07,560,287.2,4000,450.0,81.94,0,70.0,71.7,0.0,1.0242857142857142,98,89,67,128,2.161994
17523,F2207250109,염색,FCM15,146,188.4,4000,1600.0,40.75,0,100.8,101.2,0.0,1.003968253968254,139,43,1,64,0.5068955
15708,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,4.92,130,50.0,47.6,0.3661538461538461,0.952,27,19,84,9,1.362835
19441,F2207270001,원단검사,FCM06,320,197.6,2000,601.0,49.7,0,70.0,69.2,0.0,0.9885714285714288,124,96,139,57,2.601036
29849,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,35.95,0,123.4,123.5,0.0,1.0008103727714748,63,71,39,83,2.080513
25009,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,66.43,0,84.8,84.5,0.0,0.9964622641509434,56,215,21,128,2.006101
2118,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,15.15,0,50.8,49.8,0.0,0.9803149606299212,109,10,110,8,1.304339
19772,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,24.34,0,130.0,130.6,0.0,1.0046153846153845,10,82,75,70,3.592049
26925,F2208110087,원단검사,FCM05,620,189.8,2000,266.0,89.84,0,70.0,69.3,0.0,0.99,85,235,91,176,0.3338742
12127,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,90.31,0,70.0,70.0,0.0,1.0,29,1211,34,971,1.315164
12077,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,81.17,0,130.0,130.0,0.0,1.0,34,1088,13,875,1.315164
4892,F2203080139,원단검사,FCM07,560,290.6,4000,450.0,1.44,30,30.0,27.8,0.9266666666666666,0.9266666666666666,40,1,13,1,3.65923
8806,F2204290025,원단검사,FCM12,560,42.8,600,11.0,38.1,0,70.0,69.4,0.0,0.9914285714285715,84,141,0,0,14.85745
94,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,18.38,0,135.0,136.1,0.0,1.008148148148148,70,76,286,27,0.7530965
31414,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,4.97,70,50.0,47.9,0.6842857142857143,0.958,81,13,157,9,1.361657
32132,F2208300101,원단검사,FCM06,460,190.0,2000,14.0,55.41,0,70.0,68.9,0.0,0.9842857142857144,100,136,8,97,2.184558
15901,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,48.1,0,96.6,96.4,0.0,0.9979296066252588,42,248,81,146,1.362835
30607,F2208290101,원단검사,FCM11,604,311.2,4000,600.0,91.67,0,39.1,34.0,0.0,0.8695652173913043,91,106,103,92,0.2728531
11324,F2206160104,원단검사,FCM05,625,155.4,2000,34.0,15.61,0,56.8,56.6,0.0,0.9964788732394368,20,23,70,15,0.9041876
21705,F2207290029,원단검사,FCM05,350,128.0,2000,273.0,8.91,80,48.1,47.4,0.5925,0.9854469854469854,121,6,119,5,0.2007852
17983,F2207250113,염색,FCM15,146,188.6,4000,1600.0,1.81,30,30.0,40.3,1.3433333333333333,1.3433333333333333,44,1,25,1,0.3004971
33486,F2209010102,원단검사,FCM11,604,208.7,4000,500.0,86.89,0,70.0,69.5,0.0,0.9928571428571428,52,176,55,217,1.716412
26417,F2208100002,원단검사,FCM12,320,20.2,600,47.0,88.41,0,58.7,45.7,0.0,0.778534923339012,59,85,0,0,1.343926
9348,F2204290026,원단검사,FCM08,560,55.8,1000,10.0,68.28,0,72.0,71.9,0.0,0.9986111111111112,51,311,106,88,2.042118
10865,F2206090076,원단검사,FCM05,485,113.0,2000,267.0,52.47,0,130.0,130.0,0.0,1.0,79,80,77,76,5.026582
17706,F2207250110,염색,FCM15,146,189.1,4000,1600.0,8.72,30,60.0,60.2,2.006666666666667,1.0033333333333334,121,8,0,11,0.4288969
28748,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,52.74,0,111.6,111.3,0.0,0.9973118279569892,69,265,69,119,0.8660321
27978,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,67.45,0,70.0,67.9,0.0,0.97,64,356,592,100,1.644801
29971,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,86.36,0,73.8,75.2,0.0,1.018970189701897,63,179,63,211,2.080513
1194,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,74.69,0,70.0,69.4,0.0,0.9914285714285715,132,284,139,151,0.6491697
26830,F2208110087,원단검사,FCM05,620,189.8,2000,266.0,58.69,0,70.0,67.9,0.0,0.97,84,148,87,116,0.3338742
645,F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,40.44,0,70.0,69.1,0.0,0.9871428571428572,36,175,30,196,2.01561
15876,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,42.51,0,70.0,72.4,0.0,1.0342857142857145,11,215,79,127,1.362835
365,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,70.79,0,86.2,85.3,0.0,0.9895591647331786,66,313,66,94,0.7530965
26055,F2208090907,원단검사,FCM05,400,143.6,2000,37.0,59.59,0,122.7,122.2,0.0,0.9959250203748982,61,66,102,40,0.6883717
24940,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,41.52,0,120.0,120.4,0.0,1.0033333333333334,24,134,58,82,2.006101
5652,F2203080146,원단검사,FCM07,560,260.4,4000,450.0,0.47,30,30.0,38.7,1.29,1.29,0,0,0,0,1.91208
11811,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,32.54,0,70.0,68.1,0.0,0.9728571428571428,31,435,33,347,1.315164
24894,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,24.91,0,99.1,98.7,0.0,0.9959636730575178,17,75,65,48,2.006101
20841,F2207280320,원단검사,FCM12,450,41.0,600,83.0,93.33,0,65.8,49.4,0.0,0.7507598784194529,43,208,0,0,2.425779
14046,F2207010015,원단검사,FCM12,460,38.4,600,32.0,47.66,0,70.0,69.4,0.0,0.9914285714285715,79,161,0,0,0.3146644
22130,F2208020071,원단검사,FCM12,350,35.6,600,13.0,69.25,0,77.7,77.9,0.0,1.0025740025740026,39,275,0,0,11.56194
4836,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,89.55,0,70.0,68.4,0.0,0.9771428571428572,13,633,60,502,5.306342
29709,F2208260026,원단검사,FCM11,604,254.6,4000,228.0,64.19,0,102.5,102.7,0.0,1.0019512195121951,125,72,21,90,0.732778
28258,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,33.59,0,130.0,129.9,0.0,0.9992307692307691,62,78,499,28,1.068646
22040,F2208020071,원단검사,FCM12,350,35.6,600,13.0,43.39,0,70.0,70.7,0.0,1.01,41,162,0,0,11.56194
1279,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,92.32,0,79.9,80.7,0.0,1.0100125156445556,15,352,145,188,0.6491697
16158,F2207080049,원단검사,FCM08,450,95.8,1000,72.0,5.58,80,61.2,61.8,0.7725,1.0098039215686274,6,28,8,28,1.355596
8286,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,80.31,0,125.9,127.2,0.0,1.0103256552819695,23,292,85,188,1.000596
27069,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,37.54,0,130.0,129.8,0.0,0.9984615384615384,21,85,230,54,1.057401
23663,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,12.78,0,91.6,91.5,0.0,0.9989082969432316,95,32,107,18,0.8125136
1876,F2202180233,원단검사,FCM11,495,350.8,4000,210.0,60.25,0,109.8,110.0,0.0,1.0018214936247722,80,62,80,58,1.542863
33657,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,68.9,0,105.9,105.6,0.0,0.997167138810198,52,134,54,136,1.265589
9636,F2205160003,염색,FCM06,314,115.1,2000,401.0,65.69,0,80.0,79.6,0.0,0.995,18,172,91,90,0.4264583
29033,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,100.0,0,30.0,29.5,0.0,0.9833333333333332,70,505,33,210,0.8660321
32930,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,74.72,0,70.0,68.7,0.0,0.9814285714285714,38,489,74,276,1.013855
33574,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,29.19,0,96.7,96.2,0.0,0.9948293691830404,53,47,59,48,1.265589
6916,F2203240028,원단검사,FCM11,190,85.6,4000,401.0,55.26,0,110.4,109.9,0.0,0.9954710144927535,82,99,12,136,1.655061
32219,F2208300101,원단검사,FCM06,460,190.0,2000,14.0,83.12,0,92.1,92.1,0.0,1.0,17,225,97,148,2.184558
25633,F2208090013,염색,FCM08,800,66.0,1000,69.0,26.79,0,105.8,106.4,0.0,1.005671077504726,14,167,30,137,0.768085
18577,F2207250115,염색,FCM15,146,189.2,4000,1600.0,21.8,0,60.0,60.1,0.0,1.0016666666666667,146,20,126,21,0.299028
12297,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,35.56,0,130.0,130.5,0.0,1.0038461538461538,20,79,102,54,0.9501897
17628,F2207250109,염색,FCM15,146,188.4,4000,1600.0,80.38,0,89.9,92.9,0.0,1.0333704115684093,121,92,115,123,0.5068955
11570,F2206200066,원단검사,FCM08,625,60.2,1000,52.0,61.35,0,130.0,129.8,0.0,0.9984615384615384,53,101,322,31,1.039721
3430,F2202210105,원단검사,FCM07,560,341.6,4000,545.0,53.74,0,103.5,103.9,0.0,1.003864734299517,84,65,82,69,1.958902
22165,F2208020071,원단검사,FCM12,350,35.6,600,13.0,79.31,0,76.9,76.9,0.0,1.0,40,323,0,0,11.56194
29272,F2208220028,원단검사,FCM12,350,35.0,600,87.0,52.78,0,135.0,134.4,0.0,0.9955555555555556,61,92,0,0,3.341123
21759,F2207290029,원단검사,FCM05,350,128.0,2000,273.0,35.64,0,103.6,103.2,0.0,0.9961389961389964,126,31,119,27,0.2007852
4876,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,97.44,0,30.0,36.4,0.0,1.2133333333333334,62,685,59,542,5.306342
16681,F2207110011,원단검사,FCM08,625,83.3,1000,12.0,34.6,0,130.0,130.0,0.0,1.0,79,68,517,27,0.3981313
28830,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,66.33,0,74.6,74.8,0.0,1.002680965147453,70,336,212,153,0.8660321
5431,F2203080141,원단검사,FCM07,560,286.8,4000,450.0,91.47,0,30.0,28.7,0.0,0.9566666666666668,117,68,103,77,3.629072
1700,F2202180111,원단검사,FCM12,495,45.4,600,1.0,60.89,0,128.2,127.9,0.0,0.997659906396256,52,90,0,0,3.967644
20601,F2207280320,원단검사,FCM12,450,41.0,600,83.0,9.12,80,53.7,52.4,0.655,0.9757914338919924,120,7,0,0,2.425779
22447,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,56.0,0,106.6,106.2,0.0,0.9962476547842404,64,272,55,253,1.354934
26364,F2208100002,원단검사,FCM12,320,20.2,600,47.0,56.1,0,120.0,121.0,0.0,1.0083333333333333,64,45,0,0,1.343926
23137,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,40.89,0,122.0,120.2,0.0,0.9852459016393444,99,139,95,106,2.855713
24135,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,27.8,0,98.6,98.3,0.0,0.9969574036511156,6,509,44,406,0.6079773
18359,F2207250114,염색,FCM15,146,188.8,4000,1600.0,39.62,0,98.9,98.6,0.0,0.9969666329625884,139,42,129,72,0.4435995
4812,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,84.81,0,93.1,92.7,0.0,0.9957035445757252,60,593,60,467,5.306342
33960,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,5.8,80,30.2,28.7,0.35875,0.9503311258278144,85,2,106,2,1.696731
26777,F2208110087,원단검사,FCM05,620,189.8,2000,266.0,41.31,0,116.0,115.3,0.0,0.9939655172413792,72,100,78,81,0.3338742
7993,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,3.41,100,33.7,30.7,0.307,0.9109792284866468,67,5,83,1,1.000596
22410,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,46.13,0,82.6,82.8,0.0,1.0024213075060533,12,229,54,207,1.354934
33595,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,39.23,0,114.3,113.2,0.0,0.9903762029746284,53,67,58,69,1.265589
12114,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,87.93,0,70.0,69.0,0.0,0.9857142857142858,33,1177,33,941,1.315164
13076,F2206290155,원단검사,FCM06,552,219.4,2000,6.0,100.0,0,30.0,30.3,0.0,1.01,4,279,0,179,1.562582
4322,F2203030280,원단검사,FCM08,324,66.2,1000,31.0,81.6,0,93.7,93.2,0.0,0.9946638207043756,9,395,55,292,0.8130776
23317,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,79.03,0,75.5,75.0,0.0,0.9933774834437086,101,277,96,215,2.855713
2736,F2202210054,염색,FCM06,314,113.8,2000,350.0,13.58,0,59.8,60.3,0.0,1.008361204013378,29,32,90,19,0.3047607
14779,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,34.22,0,81.6,81.1,0.0,0.993872549019608,47,182,68,185,0.319741
18885,F2207250116,염색,FCM15,146,189.6,4000,1600.0,38.46,0,101.0,101.1,0.0,1.000990099009901,137,36,130,44,0.3985579
2744,F2202210054,염색,FCM06,314,113.8,2000,350.0,16.87,0,69.3,71.8,0.0,1.036075036075036,11,42,89,24,0.3047607
23349,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,85.81,0,130.0,130.0,0.0,1.0,101,299,97,232,2.855713
32188,F2208300101,원단검사,FCM06,460,190.0,2000,14.0,73.25,0,127.3,126.2,0.0,0.9913589945011784,101,192,100,131,2.184558
1956,F2202180262,원단검사,FCM11,495,329.3,4000,126.0,10.46,30,40.0,35.7,1.1900000000000002,0.8925000000000001,85,5,106,4,1.476973
8376,F2204210008,염색,FCM08,450,53.3,1000,100.0,5.26,130,44.4,45.9,0.353076923076923,1.0337837837837838,81,4,82,6,0.2996852
29264,F2208220028,원단검사,FCM12,350,35.0,600,87.0,49.07,0,135.0,135.2,0.0,1.0014814814814814,60,87,0,0,3.341123
10094,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,22.61,0,100.0,99.7,0.0,0.997,12,46,89,32,0.7943481
15645,F2207080045,원단검사,FCM11,190,87.6,4000,456.0,82.17,0,70.0,69.2,0.0,0.9885714285714288,80,120,92,113,1.338738
14143,F2207010015,원단검사,FCM12,460,38.4,600,32.0,74.38,0,94.9,95.0,0.0,1.0010537407797682,43,277,0,0,0.3146644
8314,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,87.66,0,98.1,97.5,0.0,0.9938837920489296,21,319,84,206,1.000596
18024,F2207250113,염색,FCM15,146,188.6,4000,1600.0,16.67,0,60.0,59.5,0.0,0.9916666666666668,136,15,124,21,0.3004971
1624,F2202180111,원단검사,FCM12,495,45.4,600,1.0,23.27,0,85.3,84.4,0.0,0.9894490035169988,52,19,0,0,3.967644
33507,F2209010102,원단검사,FCM11,604,208.7,4000,500.0,97.09,0,30.0,29.2,0.0,0.9733333333333332,65,193,74,232,1.716412
4300,F2203030280,원단검사,FCM08,324,66.2,1000,31.0,74.85,0,123.8,122.8,0.0,0.9919224555735056,54,362,57,265,0.8130776
27976,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,67.12,0,70.0,68.2,0.0,0.9742857142857144,64,355,471,100,1.644801
22068,F2208020071,원단검사,FCM12,350,35.6,600,13.0,51.44,0,82.6,80.8,0.0,0.9782082324455206,40,197,0,0,11.56194
7905,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,67.95,0,70.0,68.6,0.0,0.98,89,151,98,78,0.9071327
10122,F2205300122,원단검사,FCM05,505,152.2,2000,3.0,32.51,0,128.1,127.9,0.0,0.9984387197501952,88,72,90,50,0.7943481
21665,F2207280327,원단검사,FCM08,324,51.3,1000,9.0,89.52,0,40.0,46.9,0.0,1.1725,20,269,20,256,0.4998396
961,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,26.35,0,114.8,113.6,0.0,0.989547038327526,58,105,129,57,0.6491697
1208,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,77.59,0,70.0,69.0,0.0,0.9857142857142858,90,296,138,158,0.6491697
31753,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,93.72,0,70.0,69.4,0.0,0.9914285714285715,83,367,80,244,1.361657
10741,F2206070015,원단검사,FCM08,324,54.4,1000,119.0,98.39,0,30.0,34.9,0.0,1.163333333333333,2,812,46,708,1.702155
29922,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,66.12,0,113.9,112.2,0.0,0.9850746268656716,63,135,67,158,2.080513
25069,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,88.09,0,70.0,69.5,0.0,0.9928571428571428,78,298,78,173,2.006101
33951,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,1.45,30,30.0,27.9,0.93,0.93,63,1,17,1,1.696731
21898,F2208020071,원단검사,FCM12,350,35.6,600,13.0,2.59,50,30.0,28.1,0.562,0.9366666666666668,48,3,0,0,11.56194
27737,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,26.81,0,70.0,67.7,0.0,0.9671428571428572,64,137,449,38,1.644801
32440,F2208300115,원단검사,FCM06,460,112.4,2000,24.0,43.11,0,70.0,41.8,0.0,0.5971428571428571,21,212,75,124,1.113164
715,F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,62.38,0,83.6,83.1,0.0,0.9940191387559808,35,290,29,329,2.01561
7358,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,1.27,30,30.0,18.5,0.6166666666666667,0.6166666666666667,67,2,117,1,0.2916726
1614,F2202180111,원단검사,FCM12,495,45.4,600,1.0,18.32,0,72.0,70.4,0.0,0.977777777777778,305,13,0,0,3.967644
23261,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,67.16,0,107.8,107.0,0.0,0.9925788497217068,98,234,94,181,2.855713
11651,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,3.29,70,50.0,49.4,0.7057142857142857,0.988,15,30,13,23,1.315164
14036,F2207010015,원단검사,FCM12,460,38.4,600,32.0,44.9,0,70.0,69.2,0.0,0.9885714285714288,40,148,0,0,0.3146644
