,LOT번호,작업명,설비번호,단위중량(kg),투입중량(kg),투입액량(L),염색길이(m),공정진행시간(%),목표온도,지시온도,진행온도,목표대비 진행온도,지시대비 진행온도,포속1,포속2,포속3,포속4,염색색차 DE
30249,F2208260120,원단검사,FCM12,450,53.2,600,100.0,11.11,40,41.8,40.7,1.0175,0.973684210526316,67,13,0,0,0.7367827
15718,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,7.16,80,66.0,65.8,0.8225,0.996969696969697,34,30,86,16,1.362835
27821,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,40.98,0,98.5,98.2,0.0,0.9969543147208122,66,213,65,62,1.644801
9688,F2205160003,염색,FCM06,314,115.1,2000,401.0,87.45,0,48.1,53.2,0.0,1.106029106029106,62,230,81,123,0.4264583
5254,F2203080140,원단검사,FCM07,560,287.2,4000,450.0,72.69,0,70.0,71.4,0.0,1.02,103,77,69,111,2.161994
1122,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,59.75,0,70.3,59.5,0.0,0.8463726884779517,42,228,141,122,0.6491697
4039,F2202210108,원단검사,FCM05,560,199.5,2000,111.0,93.44,0,67.5,63.9,0.0,0.9466666666666668,106,228,119,104,3.457263
28926,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,82.26,0,70.0,67.8,0.0,0.9685714285714284,69,417,69,187,0.8660321
31536,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,36.91,0,82.2,82.1,0.0,0.9987834549878344,6,141,6,92,1.361657
34120,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,83.09,0,70.0,69.7,0.0,0.9957142857142858,81,115,95,183,1.696731
23594,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,90.82,0,67.7,67.1,0.0,0.9911373707533232,42,332,50,275,2.207412
33129,F2208300552,원단검사,FCM08,324,38.0,1000,19.0,26.45,0,102.2,102.8,0.0,1.00587084148728,71,48,397,15,0.8450533
30870,F2208290103,원단검사,FCM11,604,310.4,4000,600.0,36.79,0,106.4,105.8,0.0,0.994360902255639,70,58,74,58,0.6295673
1313,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,99.38,0,31.7,34.8,0.0,1.0977917981072554,56,383,124,205,0.6491697
33529,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,7.66,135,36.4,39.8,0.2948148148148148,1.0934065934065933,52,5,59,4,1.265589
6506,F2203100080,원단검사,FCM05,505,186.6,2000,1.0,60.18,0,98.1,97.0,0.0,0.9887869520897044,33,103,102,58,1.113235
4584,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,39.84,0,70.0,67.1,0.0,0.9585714285714284,5,259,4,201,5.306342
16110,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,94.85,0,30.0,55.0,0.0,1.8333333333333333,2,499,75,291,1.362835
8623,F2204210008,염색,FCM08,450,53.3,1000,100.0,91.93,0,70.0,66.0,0.0,0.9428571428571428,76,119,76,198,0.2996852
20063,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,94.46,0,70.0,69.1,0.0,0.9871428571428572,23,505,78,390,3.592049
26167,F2208090910,원단검사,FCM11,400,295.4,4000,334.0,33.54,0,96.2,95.4,0.0,0.9916839916839916,90,30,106,29,5.220153
28704,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,45.44,0,70.0,68.2,0.0,0.9742857142857144,68,228,207,102,0.8660321
5120,F2203080140,원단검사,FCM07,560,287.2,4000,450.0,10.65,30,50.0,48.2,1.606666666666667,0.964,121,6,85,9,2.161994
7843,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,41.45,0,130.0,131.1,0.0,1.0084615384615383,30,86,99,45,0.9071327
24542,F2208080025,원단검사,FCM06,320,122.7,2000,77.0,30.12,0,101.1,100.6,0.0,0.9950544015825916,92,122,94,65,1.593427
16983,F2207250049,염색,FCM12,800,50.0,600,67.0,41.54,0,130.0,129.9,0.0,0.9992307692307691,183,45,0,0,0.7474369
5880,F2203080148,원단검사,FCM07,580,264.5,4000,413.0,7.03,80,30.0,28.7,0.35875,0.9566666666666668,78,5,78,6,3.708582
21439,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,91.44,0,70.0,68.5,0.0,0.9785714285714284,92,320,92,237,0.4797601
2170,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,46.67,0,130.0,128.4,0.0,0.9876923076923078,93,42,88,40,1.304339
6020,F2203080148,원단검사,FCM07,580,264.5,4000,413.0,61.72,0,100.6,103.5,0.0,1.02882703777336,83,89,81,100,3.708582
29675,F2208260026,원단검사,FCM11,604,254.6,4000,228.0,41.22,0,114.2,112.9,0.0,0.98861646234676,61,45,65,46,0.732778
3692,F2202210107,원단검사,FCM05,560,198.4,2000,500.0,60.82,0,70.0,67.8,0.0,0.9685714285714284,37,150,118,70,5.25213
31351,F2208300003,원단검사,FCM05,800,167.0,2000,84.0,75.96,0,92.4,91.8,0.0,0.9935064935064934,66,150,65,107,7.266841
23550,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,68.37,0,130.0,129.7,0.0,0.9976923076923075,41,251,52,209,2.207412
17035,F2207250049,염색,FCM12,800,50.0,600,67.0,60.66,0,70.0,69.4,0.0,0.9914285714285715,51,73,0,0,0.7474369
23816,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,51.13,0,120.7,119.7,0.0,0.991714995857498,92,141,108,90,0.8125136
10778,F2206090076,원단검사,FCM05,485,113.0,2000,267.0,13.45,30,61.1,61.4,2.0466666666666664,1.004909983633388,81,15,78,15,5.026582
10380,F2206070015,원단검사,FCM08,324,54.4,1000,119.0,15.4,0,106.1,106.2,0.0,1.0009425070688032,50,125,4,103,1.702155
6822,F2203240028,원단검사,FCM11,190,85.6,4000,401.0,24.34,0,60.4,60.2,0.0,0.9966887417218544,90,39,0,62,1.655061
14882,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,64.6,0,70.0,67.0,0.0,0.9571428571428572,72,293,9,298,0.319741
7499,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,37.15,0,95.5,94.3,0.0,0.987434554973822,68,119,372,43,0.2916726
4611,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,45.17,0,113.8,115.7,0.0,1.0166959578207382,3,297,64,231,5.306342
24425,F2208080025,원단검사,FCM06,320,122.7,2000,77.0,1.23,30,30.0,37.8,1.26,1.26,5,4,84,2,1.593427
16778,F2207110011,원단검사,FCM08,625,83.3,1000,12.0,68.17,0,83.2,83.5,0.0,1.0036057692307692,75,143,75,47,0.3981313
18629,F2207250115,염색,FCM15,146,189.2,4000,1600.0,41.35,0,103.1,101.2,0.0,0.9815712900096994,136,43,132,45,0.299028
976,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,29.46,0,84.7,83.8,0.0,0.9893742621015348,75,117,130,65,0.6491697
250,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,48.55,0,97.6,97.1,0.0,0.9948770491803278,67,209,1015,54,0.7530965
17195,F2207250108,염색,FCM15,146,187.4,4000,1600.0,19.41,0,60.0,60.2,0.0,1.0033333333333334,131,19,120,23,0.3946269
23860,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,62.16,0,74.6,74.7,0.0,1.0013404825737269,93,174,106,108,0.8125136
6123,F2203080238,원단검사,FCM12,235,19.8,600,33.0,1.98,30,30.0,40.4,1.346666666666667,1.346666666666667,38,5,0,0,1.645152
21150,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,26.35,0,133.3,132.2,0.0,0.991747936984246,91,74,93,65,0.4797601
5017,F2203080139,원단검사,FCM07,560,290.6,4000,450.0,61.54,0,83.7,86.7,0.0,1.03584229390681,77,79,76,82,3.65923
13545,F2206290342,원단검사,FCM08,560,60.8,1000,10.0,30.43,0,76.6,76.7,0.0,1.001305483028721,57,136,119,42,0.3221368
16795,F2207110011,원단검사,FCM08,625,83.3,1000,12.0,74.05,0,117.3,116.5,0.0,0.9931798806479114,76,157,228,52,0.3981313
32229,F2208300101,원단검사,FCM06,460,190.0,2000,14.0,86.31,0,74.3,74.7,0.0,1.0053835800807538,7,236,96,154,2.184558
15740,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,12.08,0,94.0,93.6,0.0,0.9957446808510638,87,55,68,33,1.362835
24266,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,57.17,0,70.0,68.5,0.0,0.9785714285714284,3,798,43,642,0.6079773
18564,F2207250115,염색,FCM15,146,189.2,4000,1600.0,16.92,0,60.0,59.8,0.0,0.9966666666666666,132,15,129,15,0.299028
31626,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,60.47,0,96.9,96.6,0.0,0.9969040247678016,49,237,78,160,1.361657
2747,F2202210054,염색,FCM06,314,113.8,2000,350.0,18.11,0,73.0,73.4,0.0,1.0054794520547945,4,46,89,26,0.3047607
22700,F2208020100,염색,FCM06,314,99.2,2000,300.0,90.87,0,40.8,52.0,0.0,1.2745098039215688,6,285,62,163,0.4474733
15848,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,36.24,0,70.0,89.3,0.0,1.2757142857142856,87,177,77,106,1.362835
14114,F2207010015,원단검사,FCM12,460,38.4,600,32.0,66.39,0,128.3,126.5,0.0,0.9859703819173812,42,243,0,0,0.3146644
19954,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,68.19,0,70.0,68.2,0.0,0.9742857142857144,77,247,77,193,3.592049
33378,F2209010102,원단검사,FCM11,604,208.7,4000,500.0,34.47,0,101.6,100.8,0.0,0.9921259842519684,53,60,58,60,1.716412
11575,F2206200066,원단검사,FCM08,625,60.2,1000,52.0,64.42,0,130.0,129.9,0.0,0.9992307692307691,53,107,384,31,1.039721
31432,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,9.69,70,79.8,79.3,1.1328571428571428,0.993734335839599,81,35,77,22,1.361657
8819,F2204290025,원단검사,FCM12,560,42.8,600,11.0,41.19,0,70.0,69.0,0.0,0.9857142857142858,40,157,0,0,14.85745
29579,F2208240016,원단검사,FCM11,604,280.0,4000,2.0,85.42,0,70.0,69.1,0.0,0.9871428571428572,104,110,114,100,0.5512151
32559,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,5.24,70,62.3,62.2,0.8885714285714286,0.998394863563403,2,28,86,16,1.013855
3725,F2202210107,원단검사,FCM05,560,198.4,2000,500.0,73.13,0,94.8,96.5,0.0,1.0179324894514767,5,182,234,82,5.25213
16680,F2207110011,원단검사,FCM08,625,83.3,1000,12.0,34.26,0,130.0,129.9,0.0,0.9992307692307691,76,67,457,27,0.3981313
579,F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,19.75,0,108.9,108.4,0.0,0.995408631772268,38,65,31,71,2.01561
9074,F2204290026,원단검사,FCM08,560,55.8,1000,10.0,1.94,40,30.0,35.6,0.89,1.1866666666666668,54,3,106,1,2.042118
2446,F2202180559,원단검사,FCM11,495,352.8,4000,121.0,62.88,0,79.5,78.6,0.0,0.9886792452830188,86,22,91,20,1.473568
5264,F2203080140,원단검사,FCM07,560,287.2,4000,450.0,77.31,0,70.0,71.6,0.0,1.022857142857143,101,83,69,120,2.161994
9735,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,5.45,80,41.6,41.5,0.51875,0.997596153846154,11,7,91,4,1.309122
34138,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,91.79,0,52.2,43.3,0.0,0.8295019157088122,73,128,79,195,1.696731
29490,F2208240016,원단검사,FCM11,604,280.0,4000,2.0,48.33,0,135.0,134.8,0.0,0.9985185185185186,102,62,114,53,0.5512151
7319,F2203240259,원단검사,FCM12,495,43.6,600,2.0,88.7,0,72.6,72.4,0.0,0.9972451790633612,48,237,0,0,1.600976
2182,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,53.94,0,128.0,126.8,0.0,0.990625,94,49,87,49,1.304339
1469,F2202160033,원단검사,FCM06,320,162.0,2000,500.0,58.62,0,70.0,69.1,0.0,0.9871428571428572,120,122,120,74,1.815297
13859,F2207010013,원단검사,FCM12,460,40.0,600,3.0,93.0,0,31.6,29.4,0.0,0.930379746835443,77,159,0,0,1.130695
4297,F2203030280,원단검사,FCM08,324,66.2,1000,31.0,73.93,0,128.1,127.1,0.0,0.9921935987509758,37,358,58,261,0.8130776
20403,F2207280313,원단검사,FCM05,536,168.4,2000,16.0,44.34,0,92.2,91.6,0.0,0.9934924078091104,96,91,92,75,2.792194
4495,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,22.29,0,135.0,136.1,0.0,1.008148148148148,66,143,64,108,5.306342
22094,F2208020071,원단검사,FCM12,350,35.6,600,13.0,58.91,0,130.0,129.3,0.0,0.9946153846153848,43,227,0,0,11.56194
13246,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,41.16,0,70.0,69.3,0.0,0.99,64,151,558,36,14.40188
12069,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,79.71,0,129.3,128.7,0.0,0.9953596287703016,3,1072,35,860,1.315164
12024,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,71.48,0,70.0,66.1,0.0,0.9442857142857142,7,963,7,771,1.315164
8060,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,21.0,0,115.7,117.8,0.0,1.0181503889369057,10,64,85,41,1.000596
29308,F2208220028,원단검사,FCM12,350,35.0,600,87.0,69.44,0,92.9,92.7,0.0,0.9978471474703984,53,123,0,0,3.341123
18451,F2207250114,염색,FCM15,146,188.8,4000,1600.0,74.34,0,122.3,122.8,0.0,1.0040883074407196,121,83,116,116,0.4435995
6471,F2203100080,원단검사,FCM05,505,186.6,2000,1.0,44.69,0,130.0,131.2,0.0,1.0092307692307692,3,76,210,38,1.113235
16229,F2207080049,원단검사,FCM08,450,95.8,1000,72.0,21.43,0,130.0,129.9,0.0,0.9992307692307691,30,140,49,121,1.355596
20469,F2207280313,원단검사,FCM05,536,168.4,2000,16.0,65.7,0,70.0,69.2,0.0,0.9885714285714288,48,187,90,148,2.792194
9057,F2204290025,원단검사,FCM12,560,42.8,600,11.0,97.86,0,30.0,30.4,0.0,1.0133333333333332,44,400,0,0,14.85745
15713,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,6.04,70,57.2,56.9,0.8128571428571428,0.9947552447552448,45,25,85,13,1.362835
29059,F2208120081,원단검사,FCM06,320,164.6,2000,351.0,20.8,0,54.5,54.4,0.0,0.9981651376146788,121,15,119,9,1.532855
10495,F2206070015,원단검사,FCM08,324,54.4,1000,119.0,41.84,0,70.0,68.1,0.0,0.9728571428571428,25,335,16,275,1.702155
4843,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,90.93,0,70.0,67.7,0.0,0.9671428571428572,6,644,5,510,5.306342
27145,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,62.79,0,70.0,47.8,0.0,0.6828571428571428,107,142,113,89,1.057401
27697,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,20.07,0,125.1,124.6,0.0,0.9960031974420464,66,102,199,29,1.644801
24958,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,48.01,0,91.2,91.1,0.0,0.9989035087719296,47,159,80,97,2.006101
154,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,29.98,0,83.8,82.7,0.0,0.986873508353222,67,128,657,38,0.7530965
16827,F2207110011,원단검사,FCM08,625,83.3,1000,12.0,85.12,0,98.8,98.8,0.0,1.0,77,181,77,64,0.3981313
30539,F2208290101,원단검사,FCM11,604,311.2,4000,600.0,60.19,0,133.2,132.6,0.0,0.9954954954954957,95,66,229,55,0.2728531
16270,F2207080049,원단검사,FCM08,450,95.8,1000,72.0,30.58,0,87.3,87.2,0.0,0.9988545246277206,52,198,48,175,1.355596
3825,F2202210108,원단검사,FCM05,560,199.5,2000,111.0,10.81,40,52.1,53.4,1.335,1.0249520153550864,34,15,134,5,3.457263
1243,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,84.85,0,110.2,112.3,0.0,1.0190562613430127,23,325,148,173,0.6491697
11899,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,48.63,0,70.0,68.9,0.0,0.9842857142857144,9,653,21,523,1.315164
33408,F2209010102,원단검사,FCM11,604,208.7,4000,500.0,49.03,0,135.0,133.7,0.0,0.9903703703703702,53,92,57,94,1.716412
24179,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,37.67,0,70.0,66.2,0.0,0.9457142857142856,2,607,3,495,0.6079773
32869,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,63.3,0,117.7,116.8,0.0,0.9923534409515716,6,411,92,237,1.013855
31566,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,44.76,0,70.0,66.4,0.0,0.9485714285714286,13,177,13,118,1.361657
8823,F2204290025,원단검사,FCM12,560,42.8,600,11.0,42.14,0,70.0,68.8,0.0,0.9828571428571428,40,163,0,0,14.85745
33713,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,95.69,0,30.0,34.2,0.0,1.14,46,185,47,198,1.265589
15431,F2207080044,원단검사,FCM11,190,88.3,4000,458.0,88.99,0,70.0,69.7,0.0,0.9957142857142858,77,133,77,133,1.169382
33285,F2208300552,원단검사,FCM08,324,38.0,1000,19.0,90.91,0,40.0,40.3,0.0,1.0074999999999998,69,180,69,60,0.8450533
5259,F2203080140,원단검사,FCM07,560,287.2,4000,450.0,75.0,0,70.0,71.4,0.0,1.02,103,80,69,115,2.161994
4853,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,92.9,0,70.0,66.7,0.0,0.9528571428571428,31,661,61,523,5.306342
31085,F2208290104,원단검사,FCM11,604,311.6,4000,600.0,38.94,0,115.5,115.2,0.0,0.9974025974025974,70,61,74,66,1.008322
10420,F2206070015,원단검사,FCM08,324,54.4,1000,119.0,24.6,0,135.0,135.2,0.0,1.0014814814814814,48,195,46,160,1.702155
32778,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,46.25,0,130.0,129.9,0.0,0.9992307692307691,41,300,93,179,1.013855
148,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,28.82,0,91.1,90.5,0.0,0.9934138309549946,68,123,68,38,0.7530965
28565,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,22.39,0,91.4,91.4,0.0,1.0,68,108,68,42,0.8660321
20700,F2207280320,원단검사,FCM12,450,41.0,600,83.0,43.86,0,121.8,120.8,0.0,0.9917898193760264,42,86,0,0,2.425779
17468,F2207250109,염색,FCM15,146,188.4,4000,1600.0,20.0,0,60.0,59.8,0.0,0.9966666666666666,133,19,122,29,0.5068955
5483,F2203080142,원단검사,FCM07,560,288.2,4000,373.0,19.62,0,80.5,79.3,0.0,0.9850931677018632,79,22,78,23,0.7729153
677,F2202030003,원단검사,FCM11,1150,297.2,4000,250.0,50.47,0,112.4,110.6,0.0,0.983985765124555,34,226,28,254,2.01561
16915,F2207250049,염색,FCM12,800,50.0,600,67.0,16.54,0,91.8,92.3,0.0,1.0054466230936818,557,27,0,0,0.7474369
33585,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,34.45,0,103.1,102.9,0.0,0.9980601357904948,52,58,58,60,1.265589
31898,F2208300093,원단검사,FCM12,460,49.8,600,7.0,66.85,0,128.6,127.0,0.0,0.9875583203732504,822,21,0,0,2.185405
24221,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,47.09,0,130.0,130.3,0.0,1.0023076923076923,39,699,45,567,0.6079773
28377,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,79.54,0,118.4,118.1,0.0,0.997466216216216,62,192,62,78,1.068646
5563,F2203080142,원단검사,FCM07,560,288.2,4000,373.0,57.89,0,84.7,87.7,0.0,1.0354191263282173,72,76,69,84,0.7729153
8743,F2204290025,원단검사,FCM12,560,42.8,600,11.0,23.1,0,130.0,129.7,0.0,0.9976923076923075,38,79,0,0,14.85745
2098,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,3.03,30,30.0,23.0,0.7666666666666667,0.7666666666666667,22,1,97,1,1.304339
414,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,80.27,0,130.4,130.3,0.0,0.999233128834356,66,358,328,109,0.7530965
20758,F2207280320,원단검사,FCM12,450,41.0,600,83.0,64.21,0,79.3,78.6,0.0,0.9911727616645648,89,140,0,0,2.425779
2188,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,57.58,0,115.9,115.9,0.0,1.0,93,53,85,53,1.304339
25980,F2208090907,원단검사,FCM05,400,143.6,2000,37.0,8.22,130,39.5,37.5,0.2884615384615384,0.9493670886075948,26,4,186,1,0.6883717
24874,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,17.69,0,80.3,80.1,0.0,0.9975093399750934,13,48,80,33,2.006101
18231,F2207250113,염색,FCM15,146,188.6,4000,1600.0,91.67,0,43.2,54.9,0.0,1.2708333333333333,125,116,117,147,0.3004971
21912,F2208020071,원단검사,FCM12,350,35.6,600,13.0,6.61,130,53.0,52.4,0.403076923076923,0.9886792452830188,50,16,0,0,11.56194
23873,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,65.41,0,70.0,69.3,0.0,0.99,43,187,106,115,0.8125136
31323,F2208300003,원단검사,FCM05,800,167.0,2000,84.0,60.66,0,130.0,129.8,0.0,0.9984615384615384,67,124,65,83,7.266841
4344,F2203030280,원단검사,FCM08,324,66.2,1000,31.0,88.34,0,70.0,68.8,0.0,0.9828571428571428,53,429,58,317,0.8130776
31249,F2208300003,원단검사,FCM05,800,167.0,2000,84.0,20.22,0,74.5,74.3,0.0,0.9973154362416108,15,36,66,22,7.266841
18395,F2207250114,염색,FCM15,146,188.8,4000,1600.0,53.21,0,124.7,123.4,0.0,0.9895749799518846,132,57,125,89,0.4435995
4933,F2203080139,원단검사,FCM07,560,290.6,4000,450.0,21.15,0,80.3,78.3,0.0,0.975093399750934,83,24,83,25,3.65923
34141,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,93.24,0,39.7,34.2,0.0,0.8614609571788413,73,130,82,196,1.696731
25540,F2208090011,원단검사,FCM08,800,66.0,1000,49.0,88.04,0,70.0,67.1,0.0,0.9585714285714284,28,352,28,337,0.4358755
32792,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,48.88,0,103.7,103.3,0.0,0.996142719382835,40,316,93,187,1.013855
27688,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,18.55,0,130.0,129.9,0.0,0.9992307692307691,65,94,895,26,1.644801
30232,F2208260120,원단검사,FCM12,450,53.2,600,100.0,1.67,30,30.0,27.5,0.9166666666666666,0.9166666666666666,68,2,0,0,0.7367827
32333,F2208300115,원단검사,FCM06,460,112.4,2000,24.0,15.82,0,100.0,99.9,0.0,0.999,21,75,81,49,1.113164
14180,F2207010015,원단검사,FCM12,460,38.4,600,32.0,84.57,0,70.0,69.4,0.0,0.9914285714285715,40,317,0,0,0.3146644
26618,F2208100051,원단검사,FCM05,324,139.6,2000,253.0,84.65,0,70.0,69.0,0.0,0.9857142857142858,105,103,107,85,0.5054298
23435,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,9.69,70,40.0,40.2,0.5742857142857143,1.005,12,23,12,23,2.207412
22963,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,4.03,70,50.0,47.3,0.6757142857142857,0.946,3,9,98,7,2.855713
5319,F2203080141,원단검사,FCM07,560,286.8,4000,450.0,4.65,40,120.0,121.2,3.03,1.01,88,3,82,4,3.629072
7818,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,30.77,0,109.2,109.0,0.0,0.9981684981684982,84,60,201,34,0.9071327
27538,F2208120058,원단검사,FCM12,460,33.5,600,18.0,87.54,0,70.0,69.8,0.0,0.9971428571428572,166,274,0,0,2.023612
6862,F2203240028,원단검사,FCM11,190,85.6,4000,401.0,37.5,0,95.4,94.8,0.0,0.9937106918238992,90,65,1,101,1.655061
31008,F2208290104,원단검사,FCM11,604,311.6,4000,600.0,1.92,30,30.0,29.5,0.9833333333333332,0.9833333333333332,57,1,50,1,1.008322
17282,F2207250108,염색,FCM15,146,187.4,4000,1600.0,51.28,0,120.4,121.3,0.0,1.0074750830564785,129,60,124,69,0.3946269
25436,F2208090011,원단검사,FCM08,800,66.0,1000,49.0,31.52,0,100.0,99.9,0.0,0.999,28,112,28,116,0.4358755
4436,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,10.65,0,93.7,94.1,0.0,1.0042689434364993,68,66,68,50,5.306342
14436,F2207010035,염색,FCM06,314,97.4,2000,300.0,1.3,30,30.0,35.7,1.1900000000000002,1.1900000000000002,58,3,53,1,0.4555725
12191,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,3.34,50,30.9,30.7,0.614,0.993527508090615,114,2,74,1,0.9501897
25085,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,93.86,0,64.6,66.8,0.0,1.0340557275541795,11,318,78,187,2.006101
23030,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,18.22,0,126.7,126.3,0.0,0.9968429360694554,97,55,93,43,2.855713
19851,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,43.37,0,70.0,67.8,0.0,0.9685714285714284,76,159,154,123,3.592049
4475,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,18.34,0,131.3,131.4,0.0,1.0007616146230007,43,115,64,89,5.306342
31990,F2208300101,원단검사,FCM06,460,190.0,2000,14.0,10.19,30,67.4,67.3,2.243333333333333,0.9985163204747772,78,16,116,10,2.184558
14463,F2207010035,염색,FCM06,314,97.4,2000,300.0,13.04,0,59.1,59.0,0.0,0.9983079526226734,72,26,71,18,0.4555725
5010,F2203080139,원단검사,FCM07,560,290.6,4000,450.0,58.17,0,93.9,96.5,0.0,1.027689030883919,80,75,81,77,3.65923
32912,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,71.35,0,80.1,76.6,0.0,0.9563046192259675,4,467,1,265,1.013855
949,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,23.86,0,120.0,121.1,0.0,1.0091666666666663,54,96,132,52,0.6491697
12157,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,95.8,0,30.0,40.7,0.0,1.356666666666667,32,1271,10,1022,1.315164
33181,F2208300552,원단검사,FCM08,324,38.0,1000,19.0,47.93,0,131.4,130.5,0.0,0.9931506849315068,72,91,220,26,0.8450533
8269,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,75.85,0,91.8,93.2,0.0,1.0152505446623097,87,277,84,178,1.000596
7030,F2203240028,원단검사,FCM11,190,85.6,4000,401.0,92.76,0,55.9,51.8,0.0,0.9266547406082288,65,157,69,180,1.655061
28563,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,22.06,0,95.3,95.2,0.0,0.9989506820566632,68,106,489,40,0.8660321
23271,F2208030136,원단검사,FCM05,480,156.4,2000,242.0,69.28,0,87.8,87.5,0.0,0.9965831435079728,94,242,94,187,2.855713
4726,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,67.85,0,70.0,64.2,0.0,0.9171428571428571,56,462,5,362,5.306342
14108,F2207010015,원단검사,FCM12,460,38.4,600,32.0,64.74,0,116.3,115.8,0.0,0.9957007738607052,41,238,0,0,0.3146644
28382,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,81.47,0,108.4,108.1,0.0,0.9972324723247232,60,197,186,80,1.068646
14875,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,62.54,0,70.0,67.4,0.0,0.962857142857143,72,285,68,286,0.319741
12193,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,3.95,100,40.0,38.8,0.3879999999999999,0.97,103,4,107,3,0.9501897
31535,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,36.65,0,84.3,83.9,0.0,0.9952550415183868,6,141,6,92,1.361657
19786,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,27.71,0,130.0,129.9,0.0,0.9992307692307691,74,93,150,79,3.592049
